Approvable ID,sum(Approver Count)
Invoice 122648,2
Invoice 105495,1
Invoice 59753,1
Invoice 84409,1
Invoice 58710,1
Invoice 37657,1
Invoice 50773,2
Invoice 113645,2
Invoice 110366,2
Invoice 117958,1
Invoice 131702,4
Invoice 430,4
Invoice 24540,1
Invoice 86783,1
Invoice 66237,2
Invoice 19141,2
Invoice 27321,1
Invoice 68673,2
Invoice 125658,2
Invoice 94497,1
Invoice 71432,1
Invoice 35902,1
Invoice 47020,1
Invoice 14175,2
Invoice 130836,2
Invoice 72385,2
Invoice 120938,2
Invoice 21611,2
Invoice 39507,2
Invoice 122363,2
Invoice 25832,1
Invoice 85935,1
Invoice 27153,1
Invoice 63089,1
Invoice 131550,1
Invoice 48858,1
Invoice 24026,2
Invoice 79954,1
Invoice 21600,1
Invoice 84634,1
Invoice 81540,2
Invoice 137382,3
Invoice 121497,3
Invoice 109290,1
Invoice 38140,1
Invoice 38602,2
Invoice 29485,1
Invoice 79558,2
Invoice 54689,2
Invoice 15666,2
Invoice 5648,2
Invoice 108018,2
Invoice 59156,2
Invoice 140725,2
Invoice 48740,1
Invoice 61333,1
Invoice 19806,2
Invoice 128289,2
Invoice 66847,1
Invoice 52892,1
Invoice 50026,1
Invoice 87326,2
Invoice 48322,1
Invoice 42908,2
Invoice 71640,2
Invoice 36487,2
Invoice 71191,1
Invoice 70030,1
Invoice 85028,2
Invoice 46907,1
Invoice 100390,1
Invoice 19860,1
Invoice 68255,1
Invoice 48729,1
Invoice 25369,1
Invoice 68913,3
Invoice 126136,1
Invoice 25107,1
Invoice 114632,3
Invoice 91332,2
Invoice 14538,2
Invoice 61823,2
Invoice 43261,2
Invoice 29970,1
Invoice 89448,1
Invoice 76749,2
Invoice 118017,2
Invoice 32345,2
Invoice 48750,1
Invoice 57640,1
Invoice 81223,3
Invoice 13440,1
Invoice 3406,1
Invoice 47241,1
Invoice 92983,1
Invoice 42223,1
Invoice 128859,1
Invoice 89797,2
Invoice 101203,1
Invoice 135804,1
Invoice 56537,2
Invoice 39723,2
Invoice 79680,1
Invoice 21839,1
Invoice 63458,2
Invoice 94093,2
Invoice 124290,1
Invoice 119432,2
Invoice 69774,1
Invoice 13936,2
Invoice 75377,1
Invoice 129620,1
Invoice 23807,1
Invoice 54556,2
Invoice 35153,2
Invoice 38825,1
Invoice 130541,1
Invoice 111200,2
Invoice 114909,2
Invoice 54436,1
Invoice 25865,2
Invoice 45332,2
Invoice 100471,2
Invoice 69885,2
Invoice 94119,2
Invoice 116928,3
Invoice 92973,1
Invoice 131504,2
Invoice 101718,1
Invoice 42328,1
Invoice 117395,2
Invoice 68424,2
Invoice 104039,1
Invoice 121408,2
Invoice 101036,1
Invoice 6979,1
Invoice 679,1
Invoice 65527,3
Invoice 135364,2
Invoice 78911,2
Invoice 138786,1
Invoice 89918,2
Invoice 87428,1
Invoice 85970,2
Invoice 87131,1
Invoice 130064,2
Invoice 138523,1
Invoice 68133,1
Invoice 62540,1
Invoice 122219,2
Invoice 43471,2
Invoice 21228,1
Invoice 93611,2
Invoice 87388,3
Invoice 114806,2
Invoice 128602,1
Invoice 123524,1
Invoice 52372,1
Invoice 96565,2
Invoice 6678,2
Invoice 24157,2
Invoice 128433,2
Invoice 97588,2
Invoice 93394,2
Invoice 39674,1
Invoice 83556,2
Invoice 17984,1
Invoice 55454,2
Invoice 47235,1
Invoice 127776,1
Invoice 29993,1
Invoice 37290,1
Invoice 83685,1
Invoice 107278,1
Invoice 66738,2
Invoice 4592,2
Invoice 93550,2
Invoice 13726,2
Invoice 66238,1
Invoice 21720,2
Invoice 6993,1
Invoice 22079,1
Invoice 90716,3
Invoice 71686,2
Invoice 82427,2
Invoice 73598,1
Invoice 54632,2
Invoice 51648,2
Invoice 29602,2
Invoice 117401,1
Invoice 135342,2
Invoice 37245,2
Invoice 130077,2
Invoice 40382,2
Invoice 126485,2
Invoice 37211,2
Invoice 28307,1
Invoice 61911,2
Invoice 111273,2
Invoice 21312,2
Invoice 119950,2
Invoice 8896,2
Invoice 121879,3
Invoice 30738,2
Invoice 48931,2
Invoice 47885,2
Invoice 95233,2
Invoice 117757,2
Invoice 109583,3
Invoice 63569,1
Invoice 96096,2
Invoice 107010,3
Invoice 67046,2
Invoice 119916,2
Invoice 5957,1
Invoice 99699,2
Invoice 126082,1
Invoice 43410,2
Invoice 3138,1
Invoice 82533,2
Invoice 13171,2
Invoice 40411,1
Invoice 111129,0
Invoice 45801,2
Invoice 124742,1
Invoice 133036,2
Invoice 3872,2
Invoice 15026,1
Invoice 138102,1
Invoice 89203,1
Invoice 110327,2
Invoice 140960,2
Invoice 56040,2
Invoice 45694,3
Invoice 43396,2
Invoice 25591,3
Invoice 47494,1
Invoice 100226,1
Invoice 58282,2
Invoice 20141,1
Invoice 75855,1
Invoice 69902,3
Invoice 108306,2
Invoice 15658,1
Invoice 47987,1
Invoice 46902,1
Invoice 42175,1
Invoice 18593,2
Invoice 26082,1
Invoice 50000,1
Invoice 1995,1
Invoice 31337,1
Invoice 108023,1
Invoice 52121,2
Invoice 67048,3
Invoice 36413,3
Invoice 88407,1
Invoice 41766,1
Invoice 71835,2
Invoice 32639,1
Invoice 122207,2
Invoice 27587,3
Invoice 36669,2
Invoice 107797,1
Invoice 107477,1
Invoice 71309,1
Invoice 22360,1
Invoice 14292,1
Invoice 29557,1
Invoice 23527,1
Invoice 36216,1
Invoice 38010,1
Invoice 90364,2
Invoice 140767,2
Invoice 24301,2
Invoice 45428,1
Invoice 99832,1
Invoice 16946,1
Invoice 113390,2
Invoice 62631,1
Invoice 121751,1
Invoice 71407,1
Invoice 113904,1
Invoice 117333,2
Invoice 58352,2
Invoice 1300,1
Invoice 37300,2
Invoice 85367,3
Invoice 133823,2
Invoice 107735,1
Invoice 125370,1
Invoice 6985,2
Invoice 118681,2
Invoice 9723,1
Invoice 74534,2
Invoice 40667,2
Invoice 61036,1
Invoice 27904,3
Invoice 86440,2
Invoice 120744,1
Invoice 96005,1
Invoice 106498,2
Invoice 107196,1
Invoice 14959,1
Invoice 15064,1
Invoice 32607,1
Invoice 129090,1
Invoice 31477,1
Invoice 81526,1
Invoice 118459,1
Invoice 127679,1
Invoice 41078,2
Invoice 130472,1
Invoice 91339,2
Invoice 58875,2
Invoice 71836,2
Invoice 54418,2
Invoice 109084,2
Invoice 101362,2
Invoice 115060,2
Invoice 28370,2
Invoice 17609,2
Invoice 88079,2
Invoice 133147,2
Invoice 101109,2
Invoice 65157,2
Invoice 12684,2
Invoice 45509,2
Invoice 96194,2
Invoice 30256,2
Invoice 65918,1
Invoice 53646,2
Invoice 35351,2
Invoice 40693,2
Invoice 128945,2
Invoice 125181,2
Invoice 34913,2
Invoice 110590,2
Invoice 63325,2
Invoice 133711,2
Invoice 96740,2
Invoice 95283,2
Invoice 25861,2
Invoice 4795,2
Invoice 2692,1
Invoice 29421,1
Invoice 73626,2
Invoice 76337,2
Invoice 111185,2
Invoice 93321,1
Invoice 126224,2
Invoice 2225,3
Invoice 76644,1
Invoice 88019,2
Invoice 68564,1
Invoice 140543,1
Invoice 107069,1
Invoice 116041,1
Invoice 116842,1
Invoice 97044,2
Invoice 84669,2
Invoice 12277,1
Invoice 117650,1
Invoice 159928,1
Invoice 51464,1
Invoice 73618,3
Invoice 40146,2
Invoice 17739,1
Invoice 75222,1
Invoice 81910,1
Invoice 131088,1
Invoice 137533,1
Invoice 68933,1
Invoice 38447,1
Invoice 57331,1
Invoice 69151,1
Invoice 72981,1
Invoice 97992,1
Invoice 89474,1
Invoice 120779,1
Invoice 121177,1
Invoice 113916,1
Invoice 116424,1
Invoice 37393,1
Invoice 6902,1
Invoice 44951,1
Invoice 111836,1
Invoice 81535,1
Invoice 46072,1
Invoice 136409,1
Invoice 116309,1
Invoice 53928,1
Invoice 35962,1
Invoice 127978,1
Invoice 66037,1
Invoice 102059,1
Invoice 49339,1
Invoice 141163,2
Invoice 74676,1
Invoice 109811,1
Invoice 37688,1
Invoice 118359,1
Invoice 52117,1
Invoice 75123,1
Invoice 5695,1
Invoice 76812,1
Invoice 114868,1
Invoice 3746,2
Invoice 77676,2
Invoice 24886,2
Invoice 137457,2
Invoice 93393,2
Invoice 18311,2
Invoice 111186,1
Invoice 106944,2
Invoice 85069,2
Invoice 71051,1
Invoice 25505,2
Invoice 82689,1
Invoice 108425,1
Invoice 33317,2
Invoice 115340,1
Invoice 136380,2
Invoice 27538,2
Invoice 94257,2
Invoice 13504,2
Invoice 119380,1
Invoice 127970,2
Invoice 140750,2
Invoice 76893,2
Invoice 110714,1
Invoice 28430,2
Invoice 77023,2
Invoice 13446,1
Invoice 653,2
Invoice 119975,2
Invoice 51759,1
Invoice 141904,1
Invoice 106457,1
Invoice 114253,1
Invoice 93125,1
Invoice 135520,1
Invoice 36215,1
Invoice 82100,1
Invoice 58799,1
Invoice 92758,1
Invoice 89444,1
Invoice 116091,1
Invoice 60164,1
Invoice 49101,2
Invoice 10261,1
Invoice 79403,1
Invoice 59211,1
Invoice 44849,1
Invoice 123553,1
Invoice 60969,1
Invoice 126989,1
Invoice 27313,1
Invoice 109587,1
Invoice 128695,2
Invoice 53833,1
Invoice 132331,1
Invoice 93271,1
Invoice 51995,1
Invoice 47200,1
Invoice 3123,1
Invoice 128580,1
Invoice 15884,1
Invoice 68086,1
Invoice 32943,1
Invoice 64798,1
Invoice 129656,1
Invoice 94169,2
Invoice 123345,2
Invoice 102738,1
Invoice 8349,1
Invoice 85811,1
Invoice 109714,1
Invoice 97678,1
Invoice 115870,2
Invoice 120131,1
Invoice 133324,1
Invoice 41804,1
Invoice 103558,1
Invoice 34483,1
Invoice 29323,1
Invoice 123442,1
Invoice 38767,1
Invoice 18280,1
Invoice 58466,1
Invoice 141939,1
Invoice 31460,1
Invoice 49670,1
Invoice 112165,1
Invoice 92061,2
Invoice 111445,1
Invoice 7950,2
Invoice 6701,2
Invoice 94220,2
Invoice 2803,1
Invoice 139933,1
Invoice 55778,1
Invoice 83027,1
Invoice 43812,1
Invoice 72718,1
Invoice 38161,1
Invoice 16042,1
Invoice 62083,1
Invoice 71707,2
Invoice 101124,1
Invoice 72952,1
Invoice 7591,1
Invoice 135623,2
Invoice 44821,1
Invoice 6543,1
Invoice 43220,1
Invoice 59549,1
Invoice 77030,1
Invoice 33562,1
Invoice 67697,2
Invoice 23787,1
Invoice 128648,2
Invoice 28323,1
Invoice 64288,1
Invoice 137727,1
Invoice 16096,1
Invoice 61115,1
Invoice 54884,2
Invoice 43021,1
Invoice 44044,1
Invoice 126228,1
Invoice 109710,1
Invoice 101277,1
Invoice 61306,1
Invoice 155423,1
Invoice 136244,1
Invoice 65919,1
Invoice 98980,1
Invoice 49237,1
Invoice 74914,1
Invoice 73184,1
Invoice 93905,1
Invoice 32742,1
Invoice 16011,3
Invoice 70093,1
Invoice 135763,1
Invoice 137616,1
Invoice 35270,1
Invoice 77822,1
Invoice 66390,1
Invoice 81214,1
Invoice 36921,1
Invoice 52222,1
Invoice 75504,1
Invoice 6633,1
Invoice 85214,1
Invoice 79916,1
Invoice 137238,1
Invoice 74587,1
Invoice 129917,1
Invoice 92967,2
Invoice 30158,1
Invoice 60560,1
Invoice 108426,1
Invoice 80588,1
Invoice 108811,1
Invoice 136979,1
Invoice 38719,1
Invoice 20048,1
Invoice 138198,2
Invoice 80371,2
Invoice 46041,1
Invoice 92933,1
Invoice 129706,1
Invoice 113584,1
Invoice 55154,1
Invoice 34638,1
Invoice 105212,1
Invoice 10230,1
Invoice 72522,1
Invoice 80195,1
Invoice 113306,1
Invoice 82114,1
Invoice 31114,1
Invoice 54151,1
Invoice 258,1
Invoice 97094,1
Invoice 38786,1
Invoice 3874,1
Invoice 108512,1
Invoice 55485,1
Invoice 37723,1
Invoice 102414,1
Invoice 9317,1
Invoice 101928,1
Invoice 100136,1
Invoice 27376,1
Invoice 122595,1
Invoice 107452,1
Invoice 103875,1
Invoice 113624,1
Invoice 76052,1
Invoice 68408,2
Invoice 116035,1
Invoice 135378,1
Invoice 114987,1
Invoice 86325,3
Invoice 103177,1
Invoice 59907,2
Invoice 110628,1
Invoice 123892,1
Invoice 140815,1
Invoice 39197,1
Invoice 21934,1
Invoice 118372,1
Invoice 132271,1
Invoice 122208,3
Invoice 80623,1
Invoice 67427,1
Invoice 734,1
Invoice 49447,1
Invoice 97288,1
Invoice 22746,1
Invoice 85015,1
Invoice 94190,1
Invoice 27986,1
Invoice 133488,1
Invoice 75699,1
Invoice 82502,1
Invoice 39907,1
Invoice 35691,1
Invoice 42106,1
Invoice 97999,1
Invoice 64048,3
Invoice 132336,1
Invoice 32028,2
Invoice 6925,2
Invoice 72187,1
Invoice 56759,1
Invoice 116482,1
Invoice 125331,1
Invoice 114741,1
Invoice 65740,1
Invoice 53067,1
Invoice 53497,1
Invoice 100453,1
Invoice 32609,1
Invoice 69512,3
Invoice 30264,1
Invoice 34988,1
Invoice 145985,1
Invoice 78033,1
Invoice 93607,3
Invoice 116559,2
Invoice 28668,2
Invoice 15220,3
Invoice 125942,2
Invoice 71656,1
Invoice 16335,1
Invoice 140939,1
Invoice 52915,2
Invoice 92856,3
Invoice 23740,1
Invoice 8586,2
Invoice 124674,1
Invoice 88766,3
Invoice 76785,1
Invoice 22904,2
Invoice 27540,3
Invoice 140238,1
Invoice 8701,1
Invoice 77677,2
Invoice 140252,3
Invoice 26871,1
Invoice 99529,3
Invoice 107806,1
Invoice 10727,1
Invoice 12786,1
Invoice 125810,1
Invoice 32308,3
Invoice 4465,1
Invoice 125831,1
Invoice 21495,1
Invoice 41288,2
Invoice 121891,1
Invoice 109448,1
Invoice 66831,1
Invoice 133593,3
Invoice 25277,1
Invoice 69410,1
Invoice 138792,3
Invoice 117523,2
Invoice 53775,1
Invoice 73094,1
Invoice 47008,3
Invoice 41444,1
Invoice 30100,2
Invoice 46668,1
Invoice 1898,1
Invoice 106851,1
Invoice 52650,1
Invoice 11733,1
Invoice 4298,1
Invoice 32804,2
Invoice 109561,1
Invoice 135691,1
Invoice 127588,1
Invoice 41866,1
Invoice 159838,2
Invoice 36086,2
Invoice 160038,2
Invoice 34041,1
Invoice 69734,3
Invoice 107086,1
Invoice 54732,2
Invoice 122844,2
Invoice 103649,2
Invoice 101625,2
Invoice 43877,2
Invoice 101970,2
Invoice 90726,2
Invoice 45545,2
Invoice 125479,2
Invoice 101126,2
Invoice 23700,2
Invoice 65102,2
Invoice 77119,2
Invoice 14159,1
Invoice 94944,3
Invoice 50936,2
Invoice 128993,3
Invoice 102531,1
Invoice 42518,2
Invoice 64753,1
Invoice 45539,1
Invoice 40342,2
Invoice 27871,1
Invoice 46356,2
Invoice 49737,1
Invoice 79075,1
Invoice 53516,1
Invoice 113690,3
Invoice 140165,1
Invoice 140050,1
Invoice 4401,1
Invoice 12574,2
Invoice 124541,2
Invoice 115058,3
Invoice 57986,1
Invoice 89498,3
Invoice 141005,2
Invoice 7593,1
Invoice 30162,2
Invoice 51262,1
Invoice 97781,1
Invoice 29995,1
Invoice 26022,1
Invoice 86601,1
Invoice 14142,1
Invoice 43193,1
Invoice 20555,1
Invoice 128270,3
Invoice 42748,1
Invoice 138010,3
Invoice 30348,1
Invoice 48636,3
Invoice 33780,1
Invoice 35734,3
Invoice 135736,1
Invoice 88150,1
Invoice 1796,1
Invoice 17674,3
Invoice 49791,1
Invoice 128898,1
Invoice 95554,1
Invoice 74484,3
Invoice 66710,3
Invoice 140850,2
Invoice 58177,2
Invoice 36770,1
Invoice 135500,3
Invoice 111796,3
Invoice 135819,1
Invoice 135251,3
Invoice 35679,1
Invoice 15967,3
Invoice 58024,2
Invoice 12471,1
Invoice 32313,1
Invoice 4334,1
Invoice 60757,1
Invoice 20778,1
Invoice 95120,1
Invoice 55773,1
Invoice 127112,1
Invoice 84138,2
Invoice 29517,1
Invoice 90043,1
Invoice 78634,1
Invoice 105461,1
Invoice 63363,2
Invoice 2462,1
Invoice 37452,3
Invoice 57283,3
Invoice 119584,3
Invoice 2627,2
Invoice 11810,1
Invoice 75203,1
Invoice 110764,1
Invoice 136453,3
Invoice 56410,2
Invoice 90490,3
Invoice 69260,3
Invoice 38177,1
Invoice 22609,2
Invoice 25802,2
Invoice 82217,2
Invoice 99634,2
Invoice 48988,3
Invoice 54250,1
Invoice 35589,3
Invoice 62315,1
Invoice 159723,2
Invoice 90540,1
Invoice 109350,1
Invoice 62568,2
Invoice 92048,3
Invoice 135139,1
Invoice 115013,3
Invoice 43071,1
Invoice 63086,2
Invoice 94050,1
Invoice 41391,3
Invoice 51829,1
Invoice 65937,3
Invoice 146805,1
Invoice 110797,1
Invoice 2782,3
Invoice 121916,1
Invoice 100292,3
Invoice 64046,3
Invoice 38600,2
Invoice 39878,2
Invoice 62319,3
Invoice 86792,1
Invoice 28736,1
Invoice 18708,2
Invoice 118301,1
Invoice 21197,2
Invoice 95215,1
Invoice 126349,3
Invoice 88708,1
Invoice 62468,2
Invoice 82042,2
Invoice 110750,1
Invoice 51626,1
Invoice 126773,3
Invoice 95474,1
Invoice 25940,1
Invoice 140759,1
Invoice 92980,1
Invoice 123223,1
Invoice 32297,1
Invoice 123414,1
Invoice 15695,1
Invoice 52289,1
Invoice 47190,2
Invoice 99138,1
Invoice 68885,1
Invoice 11439,2
Invoice 5453,1
Invoice 45901,3
Invoice 128046,3
Invoice 33600,1
Invoice 37163,1
Invoice 76670,1
Invoice 11404,3
Invoice 41497,1
Invoice 25848,3
Invoice 40614,1
Invoice 7443,1
Invoice 20223,3
Invoice 59876,1
Invoice 107371,1
Invoice 36460,2
Invoice 71898,1
Invoice 9066,3
Invoice 56280,2
Invoice 42278,1
Invoice 12308,2
Invoice 31843,1
Invoice 74471,2
Invoice 130810,1
Invoice 94382,1
Invoice 17814,3
Invoice 19858,2
Invoice 49885,3
Invoice 110292,3
Invoice 119149,2
Invoice 11984,2
Invoice 88119,3
Invoice 3372,1
Invoice 115395,1
Invoice 105062,1
Invoice 73232,3
Invoice 110983,1
Invoice 53244,3
Invoice 54837,2
Invoice 8167,2
Invoice 81462,1
Invoice 16684,1
Invoice 129642,3
Invoice 47038,3
Invoice 86916,1
Invoice 119856,0
Invoice 9087,1
Invoice 81597,1
Invoice 20729,3
Invoice 108058,1
Invoice 103053,1
Invoice 32490,3
Invoice 36002,1
Invoice 124849,1
Invoice 89609,2
Invoice 16490,2
Invoice 14121,1
Invoice 29655,3
Invoice 132746,1
Invoice 91411,1
Invoice 68743,1
Invoice 159633,1
Invoice 68769,1
Invoice 16681,1
Invoice 28984,2
Invoice 84218,2
Invoice 65848,3
Invoice 126159,3
Invoice 74079,3
Invoice 87072,1
Invoice 92761,1
Invoice 81746,3
Invoice 118139,1
Invoice 124102,1
Invoice 21317,3
Invoice 86253,3
Invoice 29208,2
Invoice 25472,1
Invoice 28750,1
Invoice 58914,1
Invoice 60464,1
Invoice 114304,2
Invoice 20920,1
Invoice 25769,1
Invoice 107334,2
Invoice 128593,1
Invoice 4868,1
Invoice 13197,2
Invoice 138219,3
Invoice 100552,2
Invoice 10338,1
Invoice 50450,1
Invoice 46924,2
Invoice 101951,2
Invoice 115813,1
Invoice 10953,1
Invoice 117670,2
Invoice 55265,1
Invoice 21385,2
Invoice 38209,1
Invoice 30811,1
Invoice 100407,2
Invoice 11643,1
Invoice 110885,1
Invoice 8655,2
Invoice 94160,1
Invoice 36938,1
Invoice 104258,2
Invoice 44442,1
Invoice 28561,1
Invoice 91762,1
Invoice 100182,1
Invoice 111283,1
Invoice 34005,2
Invoice 91094,2
Invoice 60097,2
Invoice 107368,1
Invoice 115777,2
Invoice 39771,1
Invoice 64564,2
Invoice 13745,1
Invoice 48896,2
Invoice 121036,1
Invoice 61852,2
Invoice 16561,2
Invoice 88589,2
Invoice 137871,2
Invoice 89451,1
Invoice 59724,1
Invoice 113063,2
Invoice 96555,1
Invoice 131579,2
Invoice 23440,2
Invoice 23398,1
Invoice 128036,2
Invoice 27520,2
Invoice 42021,2
Invoice 52361,1
Invoice 122512,1
Invoice 96403,2
Invoice 67356,1
Invoice 75819,1
Invoice 82456,1
Invoice 17405,4
Invoice 95520,2
Invoice 69772,1
Invoice 68252,1
Invoice 90179,1
Invoice 120734,1
Invoice 120724,1
Invoice 25532,2
Invoice 127911,2
Invoice 124958,2
Invoice 39937,2
Invoice 133632,1
Invoice 53296,2
Invoice 114945,2
Invoice 40100,1
Invoice 15618,1
Invoice 1742,2
Invoice 43929,2
Invoice 51182,1
Invoice 73224,1
Invoice 135019,3
Invoice 123308,1
Invoice 117033,3
Invoice 38382,1
Invoice 48797,3
Invoice 141452,1
Invoice 15871,1
Invoice 42201,2
Invoice 82941,2
Invoice 78668,2
Invoice 61047,1
Invoice 133842,1
Invoice 21802,1
Invoice 9601,1
Invoice 51578,1
Invoice 66522,1
Invoice 30314,1
Invoice 2605,1
Invoice 110375,2
Invoice 133657,2
Invoice 22172,1
Invoice 107503,2
Invoice 18435,1
Invoice 140654,1
Invoice 91965,1
Invoice 54798,2
Invoice 106753,1
Invoice 128565,1
Invoice 9091,2
Invoice 122427,1
Invoice 44769,2
Invoice 54384,2
Invoice 137932,2
Invoice 60001,2
Invoice 94774,1
Invoice 128330,1
Invoice 83321,2
Invoice 26926,1
Invoice 32679,1
Invoice 112928,1
Invoice 8598,2
Invoice 89196,1
Invoice 54898,2
Invoice 11571,2
Invoice 6195,1
Invoice 89501,1
Invoice 1858,1
Invoice 131012,1
Invoice 131561,1
Invoice 66194,1
Invoice 73613,2
Invoice 82907,1
Invoice 87519,2
Invoice 118755,1
Invoice 52621,1
Invoice 93176,1
Invoice 87761,2
Invoice 138516,1
Invoice 141122,2
Invoice 17675,1
Invoice 79088,1
Invoice 4106,2
Invoice 57086,2
Invoice 3205,2
Invoice 47383,2
Invoice 57198,2
Invoice 25135,2
Invoice 15333,1
Invoice 63808,1
Invoice 56358,1
Invoice 80394,1
Invoice 84794,1
Invoice 57263,1
Invoice 47788,1
Invoice 84174,2
Invoice 14409,1
Invoice 101266,1
Invoice 33762,1
Invoice 75692,2
Invoice 3670,1
Invoice 7894,1
Invoice 102298,1
Invoice 70802,2
Invoice 68555,1
Invoice 63220,1
Invoice 59167,1
Invoice 26136,2
Invoice 92294,2
Invoice 91673,2
Invoice 16194,2
Invoice 95653,1
Invoice 35324,2
Invoice 124762,2
Invoice 15120,2
Invoice 63935,2
Invoice 78635,2
Invoice 92839,2
Invoice 106110,2
Invoice 19172,2
Invoice 3248,2
Invoice 66851,2
Invoice 62955,2
Invoice 76002,2
Invoice 85810,1
Invoice 10348,1
Invoice 79539,2
Invoice 61985,2
Invoice 123052,2
Invoice 1341,1
Invoice 55049,2
Invoice 121191,1
Invoice 76635,2
Invoice 65222,1
Invoice 93650,2
Invoice 95494,2
Invoice 84466,1
Invoice 29682,1
Invoice 16741,2
Invoice 119096,2
Invoice 124903,1
Invoice 91799,1
Invoice 96416,1
Invoice 29041,1
Invoice 98831,1
Invoice 52756,1
Invoice 48135,1
Invoice 5010,1
Invoice 120105,1
Invoice 123913,1
Invoice 9556,1
Invoice 72295,1
Invoice 55957,2
Invoice 44781,1
Invoice 53445,1
Invoice 134156,2
Invoice 21327,1
Invoice 34067,2
Invoice 11243,1
Invoice 11391,2
Invoice 62362,1
Invoice 134939,1
Invoice 2444,2
Invoice 72682,2
Invoice 90324,2
Invoice 132796,2
Invoice 87015,1
Invoice 120506,3
Invoice 42446,1
Invoice 83151,1
Invoice 49888,1
Invoice 48987,1
Invoice 53574,2
Invoice 22751,1
Invoice 42848,2
Invoice 82389,2
Invoice 134581,1
Invoice 5222,1
Invoice 105378,1
Invoice 116832,1
Invoice 133107,1
Invoice 130023,1
Invoice 2741,2
Invoice 53834,2
Invoice 77287,2
Invoice 41260,2
Invoice 44296,2
Invoice 65875,2
Invoice 118038,1
Invoice 140231,2
Invoice 111719,2
Invoice 73981,2
Invoice 120981,1
Invoice 93979,2
Invoice 109325,2
Invoice 110876,1
Invoice 89548,1
Invoice 37070,2
Invoice 13070,2
Invoice 103684,2
Invoice 117111,2
Invoice 120443,1
Invoice 58077,2
Invoice 27623,1
Invoice 32113,2
Invoice 36917,1
Invoice 104048,1
Invoice 62867,1
Invoice 102864,1
Invoice 47115,1
Invoice 41484,1
Invoice 133031,1
Invoice 60086,1
Invoice 9414,2
Invoice 119701,2
Invoice 135545,1
Invoice 78944,2
Invoice 122323,1
Invoice 31566,2
Invoice 7474,2
Invoice 82697,2
Invoice 141071,1
Invoice 25478,2
Invoice 110642,1
Invoice 59835,1
Invoice 112069,1
Invoice 19076,2
Invoice 99124,2
Invoice 2663,2
Invoice 132500,2
Invoice 45714,1
Invoice 49298,2
Invoice 131952,2
Invoice 74312,2
Invoice 8071,2
Invoice 73890,1
Invoice 89226,1
Invoice 111496,2
Invoice 107493,3
Invoice 116497,1
Invoice 51450,1
Invoice 130224,2
Invoice 18218,1
Invoice 137514,2
Invoice 93896,1
Invoice 136939,1
Invoice 110639,1
Invoice 54966,2
Invoice 55986,2
Invoice 93206,1
Invoice 118483,1
Invoice 134314,2
Invoice 93083,1
Invoice 114514,1
Invoice 111769,1
Invoice 94586,1
Invoice 85737,2
Invoice 81672,1
Invoice 70422,2
Invoice 106497,2
Invoice 101814,1
Invoice 82586,2
Invoice 114780,2
Invoice 30441,1
Invoice 6953,2
Invoice 72587,2
Invoice 28586,1
Invoice 60454,2
Invoice 14377,2
Invoice 85560,2
Invoice 17977,1
Invoice 104912,2
Invoice 121818,1
Invoice 69086,1
Invoice 88189,2
Invoice 90140,2
Invoice 111599,2
Invoice 68368,2
Invoice 122440,2
Invoice 116755,2
Invoice 122836,1
Invoice 135934,2
Invoice 10262,2
Invoice 3912,2
Invoice 107567,2
Invoice 102021,1
Invoice 141630,2
Invoice 127026,1
Invoice 109773,1
Invoice 93771,2
Invoice 65286,1
Invoice 67430,2
Invoice 74506,1
Invoice 28406,1
Invoice 78072,1
Invoice 68138,2
Invoice 90567,2
Invoice 126056,1
Invoice 68381,1
Invoice 100836,2
Invoice 129296,2
Invoice 2261,1
Invoice 66782,2
Invoice 26642,2
Invoice 130493,2
Invoice 41492,1
Invoice 117294,2
Invoice 30624,2
Invoice 57794,1
Invoice 2785,2
Invoice 4122,1
Invoice 29568,2
Invoice 62168,2
Invoice 9903,2
Invoice 123258,2
Invoice 50098,2
Invoice 110613,1
Invoice 87976,2
Invoice 47283,2
Invoice 50826,1
Invoice 16462,1
Invoice 52373,2
Invoice 49222,2
Invoice 102417,2
Invoice 140555,1
Invoice 6548,1
Invoice 42462,2
Invoice 16613,1
Invoice 9795,1
Invoice 103866,2
Invoice 132220,1
Invoice 87433,2
Invoice 6015,1
Invoice 118005,2
Invoice 90833,1
Invoice 62149,1
Invoice 65742,1
Invoice 139275,2
Invoice 90834,2
Invoice 82267,2
Invoice 39925,1
Invoice 140595,1
Invoice 4552,2
Invoice 160607,3
Invoice 4379,2
Invoice 134915,1
Invoice 84583,1
Invoice 70169,1
Invoice 114644,1
Invoice 42172,1
Invoice 85732,1
Invoice 128581,2
Invoice 98306,1
Invoice 125893,2
Invoice 120255,1
Invoice 101549,2
Invoice 43893,1
Invoice 111856,1
Invoice 40938,1
Invoice 140297,2
Invoice 27955,3
Invoice 62659,2
Invoice 5872,1
Invoice 78643,3
Invoice 20400,2
Invoice 33784,1
Invoice 79039,1
Invoice 21095,3
Invoice 22314,2
Invoice 27694,1
Invoice 117967,2
Invoice 104354,2
Invoice 1696,2
Invoice 13019,1
Invoice 57256,1
Invoice 18722,2
Invoice 102929,1
Invoice 135668,1
Invoice 125690,1
Invoice 67661,1
Invoice 78795,2
Invoice 22993,2
Invoice 160739,2
Invoice 14002,2
Invoice 13648,2
Invoice 134644,1
Invoice 22991,1
