Invoice ID,sum(Invoice with Exception Count)
Invoice 206307,1
Invoice 269311,1
Invoice 207357,1
Invoice 188155,1
Invoice 229592,1
Invoice 183055,2
Invoice 199636,1
Invoice 215813,1
Invoice 197005,3
Invoice 183647,1
Invoice 179522,1
Invoice 243512,1
Invoice 252289,1
Invoice 228069,1
Invoice 226610,2
Invoice 275080,2
Invoice 225630,3
Invoice 215077,1
Invoice 213034,1
Invoice 166217,1
Invoice 180063,1
Invoice 274445,1
Invoice 273940,1
Invoice 203374,1
Invoice 266847,1
Invoice 264464,2
Invoice 54288,11
Invoice 202180,2
Invoice 235257,2
Invoice 217245,2
Invoice 225721,1
Invoice 267145,1
Invoice 9996,1
Invoice 215690,1
Invoice 241965,2
Invoice 110931,1
Invoice 163899,1
Invoice 204559,1
Invoice 224515,2
Invoice 184195,1
Invoice 275004,2
Invoice 251895,1
Invoice 235374,4
Invoice 257351,3
Invoice 234514,2
Invoice 259766,2
Invoice 135203,1
Invoice 261112,1
Invoice 181608,5
Invoice 261708,2
Invoice 44544,1
Invoice 263176,2
Invoice 234208,1
Invoice 252691,1
Invoice 271925,2
Invoice 238532,4
Invoice 273304,1
Invoice 256434,2
Invoice 251880,2
Invoice 104241,1
Invoice 133946,1
Invoice 173693,1
Invoice 18563,1
Invoice 38031,1
Invoice 142819,1
Invoice 155560,1
Invoice 154117,1
Invoice 157094,1
Invoice 202275,1
Invoice 50141,1
Invoice 154737,1
Invoice 55364,1
Invoice 210338,1
Invoice 211280,1
Invoice 97053,2
Invoice 214943,1
Invoice 183291,1
Invoice 6592,1
Invoice 189065,1
Invoice 201532,1
Invoice 207746,2
Invoice 181894,1
Invoice 202439,2
Invoice 234296,1
Invoice 174731,1
Invoice 266862,8
Invoice 252773,1
Invoice 253606,1
Invoice 60447,1
Invoice 225052,1
Invoice 202369,2
Invoice 22783,1
Invoice 168894,4
Invoice 47579,1
Invoice 6928,1
Invoice 129299,1
Invoice 264315,2
Invoice 229600,59
Invoice 99624,2
Invoice 184096,1
Invoice 240366,4
Invoice 216169,3
Invoice 75252,1
Invoice 227244,2
Invoice 267009,1
Invoice 187684,1
Invoice 208701,2
Invoice 263102,11
Invoice 191841,2
Invoice 275042,18
Invoice 276370,4
Invoice 266837,12
Invoice 197748,1
Invoice 208170,1
Invoice 246540,1
Invoice 206623,1
Invoice 229119,1
Invoice 270719,1
Invoice 165861,1
Invoice 238956,2
Invoice 256786,1
Invoice 271025,1
Invoice 182556,1
Invoice 261111,1
Invoice 223769,1
Invoice 232341,1
Invoice 85324,1
Invoice 269725,2
Invoice 243461,1
Invoice 215446,1
Invoice 203891,2
Invoice 222833,1
Invoice 248949,1
Invoice 226037,1
Invoice 271528,3
Invoice 271174,1
Invoice 229856,1
Invoice 209168,1
Invoice 248235,2
Invoice 253761,1
Invoice 263731,1
Invoice 249869,2
Invoice 221197,1
Invoice 178483,1
Invoice 202838,2
Invoice 97115,1
Invoice 257674,1
Invoice 190063,1
Invoice 222087,1
Invoice 274957,1
Invoice 200419,1
Invoice 254611,1
Invoice 276670,1
Invoice 244488,3
Invoice 226225,1
Invoice 29476,1
Invoice 88798,1
Invoice 204316,1
Invoice 268707,1
Invoice 255672,1
Invoice 101758,3
Invoice 210031,3
Invoice 103975,3
Invoice 66509,3
Invoice 236719,1
Invoice 256385,1
Invoice 250218,7
Invoice 249551,1
Invoice 196491,3
Invoice 207695,1
Invoice 189885,6
Invoice 239175,2
Invoice 220529,2
Invoice 71810,1
Invoice 137636,1
Invoice 199502,6
Invoice 227555,1
Invoice 228931,1
Invoice 252158,2
Invoice 236179,1
Invoice 245604,2
Invoice 249688,1
Invoice 207361,1
Invoice 6472,1
Invoice 201170,1
Invoice 188171,2
Invoice 264843,1
Invoice 13515,1
Invoice 34892,1
Invoice 223061,1
Invoice 224252,1
Invoice 235299,1
Invoice 237693,1
Invoice 187048,1
Invoice 168804,2
Invoice 248568,3
Invoice 215599,4
Invoice 173896,1
Invoice 226694,1
Invoice 225840,2
Invoice 216495,1
Invoice 197850,3
Invoice 251295,1
Invoice 184469,1
Invoice 166357,2
Invoice 202944,3
Invoice 49039,1
Invoice 183996,1
Invoice 248877,1
Invoice 228361,3
Invoice 163687,1
Invoice 205369,1
Invoice 58221,1
Invoice 258687,1
Invoice 250721,9
Invoice 229747,3
Invoice 241312,1
Invoice 248295,1
Invoice 231064,3
Invoice 237975,1
Invoice 260646,2
Invoice 240920,4
Invoice 65311,1
Invoice 37353,1
Invoice 124249,1
Invoice 169531,2
Invoice 166367,1
Invoice 200686,2
Invoice 186393,1
Invoice 241067,3
Invoice 199330,1
Invoice 210832,3
Invoice 269467,1
Invoice 244568,1
Invoice 205754,1
Invoice 240449,1
Invoice 197381,1
Invoice 210195,6
Invoice 220210,1
Invoice 174872,4
Invoice 262350,5
Invoice 227124,1
Invoice 219213,2
Invoice 137204,1
Invoice 241746,2
Invoice 270573,5
Invoice 163707,1
Invoice 202308,1
Invoice 178544,1
Invoice 268466,1
Invoice 35150,1
Invoice 186799,1
Invoice 213938,1
Invoice 190115,2
Invoice 182149,1
Invoice 208967,2
Invoice 202367,1
Invoice 198658,6
Invoice 183170,1
Invoice 76876,1
Invoice 193268,1
Invoice 250715,1
Invoice 194482,2
Invoice 188048,2
Invoice 204356,1
Invoice 82200,1
Invoice 203089,1
Invoice 203076,2
Invoice 267007,1
Invoice 118885,1
Invoice 129253,1
Invoice 5372,1
Invoice 262616,1
Invoice 199526,6
Invoice 203174,1
Invoice 231192,2
Invoice 231068,1
Invoice 219423,6
Invoice 178899,15
Invoice 266424,3
Invoice 211242,1
Invoice 173761,3
Invoice 256963,1
Invoice 243607,3
Invoice 214337,1
Invoice 225683,1
Invoice 213971,1
Invoice 246291,3
Invoice 231852,3
Invoice 274479,1
Invoice 237272,3
Invoice 217532,1
Invoice 233539,1
Invoice 221193,3
Invoice 184233,2
Invoice 244007,2
Invoice 204439,1
Invoice 90503,1
Invoice 28726,1
Invoice 35718,1
Invoice 98797,1
Invoice 85326,1
Invoice 125649,1
Invoice 249106,1
Invoice 252,1
Invoice 49007,1
Invoice 256422,1
Invoice 15703,1
Invoice 232662,1
Invoice 204601,1
Invoice 209209,3
Invoice 24206,1
Invoice 101888,1
Invoice 88109,1
Invoice 208647,7
Invoice 261070,2
Invoice 232122,6
Invoice 273976,1
Invoice 238787,6
Invoice 100939,1
Invoice 200406,3
Invoice 210419,1
Invoice 222236,2
Invoice 253616,1
Invoice 176868,3
Invoice 260565,1
Invoice 229244,1
Invoice 115545,6
Invoice 254720,15
Invoice 77535,2
Invoice 203246,2
Invoice 210928,3
Invoice 259974,3
Invoice 213434,3
Invoice 236048,4
Invoice 245099,3
Invoice 55169,1
Invoice 249018,1
Invoice 123967,2
Invoice 229648,2
Invoice 217307,1
Invoice 238626,5
Invoice 253881,3
Invoice 87743,2
Invoice 246285,1
Invoice 247551,13
Invoice 263419,5
Invoice 208992,2
Invoice 219223,1
Invoice 234648,2
Invoice 193540,2
Invoice 32151,5
Invoice 201641,3
Invoice 240835,1
Invoice 190465,3
Invoice 179755,7
Invoice 209076,4
Invoice 252432,1
Invoice 211276,3
Invoice 217785,2
Invoice 253632,5
Invoice 201460,9
Invoice 273317,5
Invoice 275367,1
Invoice 178654,4
Invoice 176932,1
Invoice 276278,1
Invoice 186271,1
Invoice 253791,3
Invoice 131996,1
Invoice 71276,4
Invoice 254509,6
Invoice 275530,1
Invoice 61814,1
Invoice 67347,1
Invoice 242910,1
Invoice 264602,1
Invoice 245079,1
Invoice 263743,1
Invoice 232562,1
Invoice 205607,2
Invoice 223483,3
Invoice 254038,1
Invoice 229394,2
Invoice 164431,2
Invoice 243402,3
Invoice 259979,1
Invoice 188444,1
Invoice 231770,1
Invoice 226391,7
Invoice 237350,4
Invoice 177206,3
Invoice 222836,1
Invoice 232032,1
Invoice 200069,2
Invoice 65436,2
Invoice 98657,2
Invoice 64466,2
Invoice 220745,1
Invoice 263795,1
Invoice 176460,2
Invoice 52214,1
Invoice 179866,1
Invoice 225816,10
Invoice 78301,2
Invoice 184415,5
Invoice 265410,1
Invoice 177991,1
Invoice 135823,1
Invoice 192683,2
Invoice 191961,2
Invoice 179519,5
Invoice 218547,1
Invoice 190706,1
Invoice 84530,1
Invoice 272704,1
Invoice 265368,1
Invoice 214889,2
Invoice 178936,1
Invoice 57622,1
Invoice 252917,1
Invoice 51259,1
Invoice 207772,1
Invoice 265536,1
Invoice 54701,1
Invoice 179527,3
Invoice 265871,1
Invoice 188071,3
Invoice 267484,1
Invoice 230797,1
Invoice 205076,1
Invoice 260338,1
Invoice 177972,1
Invoice 253944,1
Invoice 29392,1
Invoice 251663,2
Invoice 251950,1
Invoice 219398,2
Invoice 221016,4
Invoice 207076,1
Invoice 243066,1
Invoice 238072,2
Invoice 212615,1
Invoice 163781,2
Invoice 256877,1
Invoice 238776,1
Invoice 177821,2
Invoice 256796,1
Invoice 214094,2
Invoice 261534,1
Invoice 269327,1
Invoice 258292,1
Invoice 205924,1
Invoice 237810,2
Invoice 168944,3
Invoice 239108,4
Invoice 225072,1
Invoice 137436,2
Invoice 179432,2
Invoice 11424,1
Invoice 198463,3
Invoice 211731,3
Invoice 175812,1
Invoice 184221,1
Invoice 207134,4
Invoice 184632,2
Invoice 202898,1
Invoice 190299,1
Invoice 197291,6
Invoice 272190,2
Invoice 10211,1
Invoice 106370,1
Invoice 123029,1
Invoice 61930,1
Invoice 186379,1
Invoice 221037,1
Invoice 258615,2
Invoice 167580,2
Invoice 255490,3
Invoice 41594,4
Invoice 189747,1
Invoice 174026,1
Invoice 70611,1
Invoice 141611,1
Invoice 168354,10
Invoice 241107,1
Invoice 226063,3
Invoice 227095,1
Invoice 255304,1
Invoice 268407,2
Invoice 198525,1
Invoice 24642,1
Invoice 199828,1
Invoice 199583,3
Invoice 241040,1
Invoice 273491,4
Invoice 84884,2
Invoice 223176,1
Invoice 252323,1
Invoice 172529,1
Invoice 266888,1
Invoice 24524,1
Invoice 245679,1
Invoice 233907,1
Invoice 205903,2
Invoice 228743,2
Invoice 133868,2
Invoice 211975,2
Invoice 224267,1
Invoice 242731,3
Invoice 243650,3
Invoice 191047,1
Invoice 179390,3
Invoice 255748,6
Invoice 137152,1
Invoice 233685,8
Invoice 179656,1
Invoice 222179,10
Invoice 245161,1
Invoice 255379,1
Invoice 195125,4
Invoice 235800,2
Invoice 234737,5
Invoice 186139,1
Invoice 220567,1
Invoice 237915,1
Invoice 91716,1
Invoice 271355,1
Invoice 164254,1
Invoice 234947,1
Invoice 235354,1
Invoice 254060,1
Invoice 223162,1
Invoice 37230,1
Invoice 170831,1
Invoice 215865,2
Invoice 270446,1
Invoice 116859,3
Invoice 257390,2
Invoice 174559,1
Invoice 251315,3
Invoice 213206,2
Invoice 223635,1
Invoice 219809,2
Invoice 225860,1
Invoice 236238,2
Invoice 236293,5
Invoice 255569,1
Invoice 225699,3
Invoice 251573,1
Invoice 217846,2
Invoice 212728,1
Invoice 227628,1
Invoice 168163,1
Invoice 52084,1
Invoice 39092,1
Invoice 167715,1
Invoice 180440,2
Invoice 266210,8
Invoice 221344,1
Invoice 111937,1
Invoice 62438,1
Invoice 23729,5
Invoice 164309,2
Invoice 248099,2
Invoice 220189,1
Invoice 180438,2
Invoice 269224,1
Invoice 272110,2
Invoice 160069,2
Invoice 236566,1
Invoice 27589,1
Invoice 177383,1
Invoice 230059,3
Invoice 244861,12
Invoice 267516,6
Invoice 240233,2
Invoice 176350,1
Invoice 219329,1
Invoice 238459,1
Invoice 192135,1
Invoice 191711,1
Invoice 177794,2
Invoice 238137,1
Invoice 179085,1
Invoice 254082,1
Invoice 215966,1
Invoice 200191,1
Invoice 251977,12
Invoice 209027,1
Invoice 192990,1
Invoice 39498,1
Invoice 241723,2
Invoice 188603,1
Invoice 165967,1
Invoice 179434,2
Invoice 262647,2
Invoice 217107,3
Invoice 271298,2
Invoice 178055,1
Invoice 185082,2
Invoice 225311,3
Invoice 256294,2
Invoice 189218,5
Invoice 276184,1
Invoice 63038,1
Invoice 234251,1
Invoice 40120,1
Invoice 267081,1
Invoice 167534,1
Invoice 217610,2
Invoice 165158,1
Invoice 220292,5
Invoice 67255,1
Invoice 272582,1
Invoice 246865,4
Invoice 201539,3
Invoice 270349,1
Invoice 177948,2
Invoice 242601,1
Invoice 50926,1
Invoice 239498,12
Invoice 255296,12
Invoice 262554,3
Invoice 248634,3
Invoice 205407,6
Invoice 168566,1
Invoice 229599,1
Invoice 219097,2
Invoice 261562,2
Invoice 271606,2
Invoice 213091,2
Invoice 175448,5
Invoice 210041,1
Invoice 184323,1
Invoice 273327,1
Invoice 242554,1
Invoice 241292,2
Invoice 241866,5
Invoice 196164,3
Invoice 194417,1
Invoice 187912,2
Invoice 201783,1
Invoice 200380,2
Invoice 260770,2
Invoice 212558,2
Invoice 174012,4
Invoice 191937,1
Invoice 206417,1
Invoice 196118,1
Invoice 167920,1
Invoice 255180,1
Invoice 220429,1
Invoice 203990,1
Invoice 255418,1
Invoice 234720,1
Invoice 19252,1
Invoice 213495,4
Invoice 246157,1
Invoice 250424,2
Invoice 267637,1
Invoice 216116,1
Invoice 180463,4
Invoice 218562,1
Invoice 269799,6
Invoice 169165,1
Invoice 199757,1
Invoice 182086,1
Invoice 256704,2
Invoice 238871,1
Invoice 25141,1
Invoice 121151,1
Invoice 2926,4
Invoice 178756,2
Invoice 126369,2
Invoice 223045,2
Invoice 206870,1
Invoice 227621,8
Invoice 245882,1
Invoice 218494,1
Invoice 186915,1
Invoice 2951,1
Invoice 45281,1
Invoice 270776,6
Invoice 194095,1
Invoice 173720,1
Invoice 246566,1
Invoice 264510,1
Invoice 267597,6
Invoice 213371,1
Invoice 259943,1
Invoice 215139,1
Invoice 211663,1
Invoice 257335,2
Invoice 263774,1
Invoice 242733,1
Invoice 233845,1
Invoice 233524,3
Invoice 239467,3
Invoice 262325,1
Invoice 253685,2
Invoice 230891,1
Invoice 264971,1
Invoice 218264,7
Invoice 206737,1
Invoice 264599,5
Invoice 198935,1
Invoice 187222,2
Invoice 232525,3
Invoice 250848,1
Invoice 193290,4
Invoice 32351,1
Invoice 164887,1
Invoice 105043,1
Invoice 165587,2
Invoice 237145,1
Invoice 186237,2
Invoice 191422,1
Invoice 216347,2
Invoice 72766,1
Invoice 94786,1
Invoice 179510,1
Invoice 244706,1
Invoice 210146,1
Invoice 245747,1
Invoice 230320,1
Invoice 201224,1
Invoice 254367,1
Invoice 177103,1
Invoice 44591,6
Invoice 272408,1
Invoice 201378,1
Invoice 185252,1
Invoice 217674,1
Invoice 181766,1
Invoice 222113,5
Invoice 220543,3
Invoice 205144,2
Invoice 169594,9
Invoice 243959,1
Invoice 268978,1
Invoice 206308,5
Invoice 189464,1
Invoice 276581,1
Invoice 36381,3
Invoice 196891,6
Invoice 220559,1
Invoice 212882,1
Invoice 248218,2
Invoice 206624,1
Invoice 173658,4
Invoice 174639,1
Invoice 213706,1
Invoice 260137,1
Invoice 166776,1
Invoice 253580,3
Invoice 164950,1
Invoice 231303,1
Invoice 84343,1
Invoice 222849,1
Invoice 184865,4
Invoice 131672,1
Invoice 205210,5
Invoice 72089,1
Invoice 196305,2
Invoice 264417,2
Invoice 239010,1
Invoice 211656,1
Invoice 245050,6
Invoice 275902,1
Invoice 205231,1
Invoice 215509,1
Invoice 234972,1
Invoice 180798,1
Invoice 256005,1
Invoice 272370,3
Invoice 243845,1
Invoice 260212,1
Invoice 202887,1
Invoice 167080,1
Invoice 222735,3
Invoice 249170,2
Invoice 222072,1
Invoice 185937,1
Invoice 230534,1
Invoice 183123,2
Invoice 265168,1
Invoice 259920,1
Invoice 259885,10
Invoice 254206,1
Invoice 204482,1
Invoice 243181,2
Invoice 195210,1
Invoice 216457,1
Invoice 231229,2
Invoice 95553,2
Invoice 262746,2
Invoice 275415,1
Invoice 252991,1
Invoice 214471,1
Invoice 252463,1
Invoice 121220,1
Invoice 207849,1
Invoice 194688,1
Invoice 245394,1
Invoice 229816,1
Invoice 201928,1
Invoice 212767,1
Invoice 171295,1
Invoice 228187,1
Invoice 14906,1
Invoice 259375,13
Invoice 200642,1
Invoice 190007,1
Invoice 221219,1
Invoice 203952,3
Invoice 193915,1
Invoice 230942,2
Invoice 261207,1
Invoice 193155,14
Invoice 208419,1
Invoice 212878,2
Invoice 138579,12
Invoice 174088,1
Invoice 239123,3
Invoice 270791,1
Invoice 225944,1
Invoice 189480,1
Invoice 134078,1
Invoice 243244,1
Invoice 261727,1
Invoice 240654,2
Invoice 187156,2
Invoice 206674,1
Invoice 170954,1
Invoice 181289,2
Invoice 247332,1
Invoice 240274,1
Invoice 54026,1
Invoice 265590,2
Invoice 45851,1
Invoice 54205,1
Invoice 275493,1
Invoice 227016,2
Invoice 178138,3
Invoice 202724,2
Invoice 228088,3
Invoice 187333,3
Invoice 209290,1
Invoice 167379,1
Invoice 204149,1
Invoice 242466,2
Invoice 254670,2
Invoice 213063,1
Invoice 76139,1
Invoice 173817,3
Invoice 223790,1
Invoice 204455,1
Invoice 176211,1
Invoice 222760,1
Invoice 190524,2
Invoice 165213,1
Invoice 229255,1
Invoice 256050,2
Invoice 255592,1
Invoice 252591,1
Invoice 166251,1
Invoice 122068,1
Invoice 231798,1
Invoice 250739,1
Invoice 212006,1
Invoice 189966,2
Invoice 276221,1
Invoice 205468,1
Invoice 264527,3
Invoice 179773,1
Invoice 227104,2
Invoice 229675,3
Invoice 181977,1
Invoice 88396,10
Invoice 182936,1
Invoice 189082,1
Invoice 257365,1
Invoice 64760,1
Invoice 202604,6
Invoice 24938,1
Invoice 264394,2
Invoice 219093,5
Invoice 200489,2
Invoice 256641,1
Invoice 255482,1
Invoice 271396,1
Invoice 193385,2
Invoice 189864,2
Invoice 220905,1
Invoice 202239,1
Invoice 244237,1
Invoice 178463,1
Invoice 258284,1
Invoice 221342,2
Invoice 170306,1
Invoice 258410,1
Invoice 233752,4
Invoice 272829,2
Invoice 271982,1
Invoice 200354,4
Invoice 210052,1
Invoice 246411,1
Invoice 235332,4
Invoice 224607,3
Invoice 170138,2
Invoice 189429,1
Invoice 254645,1
Invoice 261495,2
Invoice 182354,1
Invoice 201439,1
Invoice 261403,8
Invoice 233439,1
Invoice 238552,2
Invoice 185238,1
Invoice 136924,1
Invoice 247597,1
Invoice 269796,1
Invoice 228124,2
Invoice 231427,2
Invoice 174150,1
Invoice 224470,1
Invoice 176997,1
Invoice 252285,1
Invoice 235635,1
Invoice 206610,1
Invoice 195672,1
Invoice 247497,1
Invoice 255981,2
Invoice 182165,1
Invoice 256265,2
Invoice 88515,1
Invoice 14790,6
Invoice 275597,1
Invoice 193376,3
Invoice 205445,1
Invoice 187631,3
Invoice 54134,2
Invoice 231683,2
Invoice 220071,1
Invoice 208594,2
Invoice 249166,1
Invoice 178705,1
Invoice 188329,2
Invoice 235412,1
Invoice 242452,6
Invoice 182888,1
Invoice 270889,1
Invoice 172718,4
Invoice 251360,1
Invoice 247508,1
Invoice 164581,1
Invoice 180381,1
Invoice 214748,4
Invoice 264225,12
Invoice 214213,1
Invoice 167478,1
Invoice 247299,1
Invoice 193424,1
Invoice 258246,1
Invoice 194927,2
Invoice 172181,1
Invoice 70143,2
Invoice 171567,1
Invoice 264518,1
Invoice 182866,1
Invoice 219130,1
Invoice 242120,1
Invoice 241182,1
Invoice 230739,1
Invoice 117852,1
Invoice 179877,3
Invoice 220443,1
Invoice 190846,2
Invoice 255830,1
Invoice 181928,1
Invoice 233742,2
Invoice 249958,1
Invoice 172747,1
Invoice 189926,10
Invoice 266625,1
Invoice 165413,1
Invoice 125774,1
Invoice 254112,2
Invoice 259668,1
Invoice 180371,1
Invoice 249312,1
Invoice 228156,15
Invoice 265386,1
Invoice 262231,2
Invoice 173173,3
Invoice 172698,1
Invoice 216176,2
Invoice 201202,1
Invoice 231704,1
Invoice 265414,3
Invoice 212576,3
Invoice 94454,1
Invoice 257028,1
Invoice 243457,1
Invoice 18581,1
Invoice 165626,6
Invoice 207126,4
Invoice 177216,2
Invoice 177494,1
Invoice 233019,1
Invoice 184597,1
Invoice 251009,1
Invoice 222697,1
Invoice 90263,1
Invoice 140672,1
Invoice 124347,1
Invoice 214251,14
Invoice 208674,1
Invoice 230384,1
Invoice 246551,1
Invoice 219026,5
Invoice 167044,1
Invoice 61959,1
Invoice 193947,1
Invoice 249625,3
Invoice 188566,1
Invoice 8269,1
Invoice 237942,1
Invoice 188879,1
Invoice 263343,1
Invoice 164908,2
Invoice 23249,1
Invoice 186147,1
Invoice 163823,1
Invoice 136410,1
Invoice 223617,1
Invoice 207096,1
Invoice 252045,1
Invoice 215243,1
Invoice 201745,2
Invoice 264499,1
Invoice 218006,2
Invoice 197205,7
Invoice 240521,2
Invoice 125614,3
Invoice 64467,3
Invoice 192335,1
Invoice 202201,1
Invoice 259847,1
Invoice 191662,1
Invoice 171037,1
Invoice 259373,1
Invoice 178010,1
Invoice 180428,1
Invoice 235142,1
Invoice 218624,1
Invoice 256756,1
Invoice 195142,1
Invoice 232113,1
Invoice 229060,1
Invoice 190294,1
Invoice 51845,1
Invoice 225254,1
Invoice 218891,5
Invoice 258567,1
Invoice 213738,3
Invoice 120621,4
Invoice 270334,4
Invoice 254049,3
Invoice 194449,3
Invoice 236820,1
Invoice 244156,1
Invoice 207228,6
Invoice 253967,1
Invoice 113275,1
Invoice 99185,1
Invoice 61137,1
Invoice 181453,5
Invoice 107419,1
Invoice 133199,1
Invoice 47405,1
Invoice 49657,1
Invoice 24923,1
Invoice 49564,1
Invoice 35751,1
Invoice 59276,1
Invoice 36157,1
Invoice 56454,1
Invoice 21901,1
Invoice 49218,1
Invoice 96894,1
Invoice 5500,1
Invoice 92949,1
Invoice 44593,1
Invoice 57774,1
Invoice 101782,1
Invoice 123763,1
Invoice 75829,1
Invoice 127293,1
Invoice 1485,1
Invoice 71563,1
Invoice 190398,1
Invoice 74768,2
Invoice 197120,5
Invoice 75537,6
Invoice 264478,2
Invoice 203800,1
Invoice 249784,1
Invoice 256566,1
Invoice 118988,1
Invoice 243773,5
Invoice 177241,2
Invoice 157917,1
Invoice 163930,1
Invoice 176328,1
Invoice 241346,5
Invoice 256951,7
Invoice 265932,1
Invoice 143786,1
Invoice 90404,1
Invoice 157158,1
Invoice 68607,1
Invoice 222426,1
Invoice 148571,1
Invoice 223993,1
Invoice 271713,2
Invoice 179713,2
Invoice 200592,3
Invoice 41634,1
Invoice 228458,1
Invoice 264528,2
Invoice 168624,1
Invoice 276738,1
Invoice 121425,1
Invoice 78441,2
Invoice 227211,1
Invoice 256100,1
Invoice 196091,1
Invoice 30258,1
Invoice 250961,5
Invoice 269833,1
Invoice 237851,2
Invoice 242697,1
Invoice 236949,1
Invoice 83250,1
Invoice 128696,1
Invoice 56362,1
Invoice 141035,1
Invoice 13987,1
Invoice 255717,1
Invoice 146186,1
Invoice 154591,1
Invoice 244055,1
Invoice 211714,1
Invoice 54677,1
Invoice 182065,1
Invoice 119174,8
Invoice 15114,2
Invoice 40709,8
Invoice 144112,8
Invoice 119137,8
Invoice 100283,2
Invoice 154769,1
Invoice 116764,1
Invoice 197933,1
Invoice 272733,2
Invoice 163639,1
Invoice 182444,1
Invoice 239032,1
Invoice 192728,2
Invoice 119798,3
Invoice 229032,2
Invoice 205712,1
Invoice 160628,1
Invoice 168693,1
Invoice 216336,3
Invoice 218305,1
Invoice 219864,3
Invoice 62749,2
Invoice 219429,1
Invoice 175715,1
Invoice 249752,1
Invoice 220940,1
Invoice 214372,3
Invoice 229019,1
Invoice 140615,1
Invoice 79359,5
Invoice 270742,1
Invoice 259603,1
Invoice 243397,1
Invoice 101792,3
Invoice 251182,1
Invoice 229044,1
Invoice 263807,1
Invoice 169708,2
Invoice 169956,1
Invoice 266866,1
Invoice 217891,1
Invoice 184044,1
Invoice 172847,1
Invoice 202181,1
Invoice 188133,1
Invoice 174372,1
Invoice 206591,2
Invoice 242200,1
Invoice 176461,6
Invoice 222624,1
Invoice 172308,1
Invoice 181595,1
Invoice 208454,1
Invoice 240496,1
Invoice 261140,1
Invoice 229549,1
Invoice 237967,1
Invoice 257590,1
Invoice 213999,1
Invoice 204787,1
Invoice 195307,1
Invoice 168912,1
Invoice 215324,3
Invoice 262458,2
Invoice 187131,1
Invoice 209401,1
Invoice 210154,1
Invoice 175682,2
Invoice 109969,1
Invoice 228957,2
Invoice 247790,2
Invoice 1230,3
Invoice 193822,7
Invoice 257504,1
Invoice 130988,1
Invoice 247933,2
Invoice 275544,9
Invoice 190730,1
Invoice 262165,1
Invoice 196701,1
Invoice 205601,4
Invoice 34532,1
Invoice 11776,1
Invoice 69522,1
Invoice 133311,1
Invoice 205353,1
Invoice 238463,1
Invoice 220372,3
Invoice 187207,1
Invoice 176612,1
Invoice 168825,2
Invoice 226933,1
Invoice 67918,1
Invoice 199483,2
Invoice 192676,3
Invoice 216544,1
Invoice 274703,1
Invoice 92521,1
Invoice 209496,1
Invoice 180314,2
Invoice 167819,7
Invoice 174369,1
Invoice 187418,1
Invoice 199171,1
Invoice 185190,1
Invoice 184990,1
Invoice 159719,6
Invoice 25508,2
Invoice 217561,1
Invoice 171606,1
Invoice 193656,2
Invoice 246803,1
Invoice 272878,2
Invoice 244240,2
Invoice 167136,6
Invoice 230971,8
Invoice 213217,9
Invoice 186767,1
Invoice 195786,5
Invoice 206318,1
Invoice 190993,2
Invoice 167660,1
Invoice 188324,1
Invoice 225607,6
Invoice 244669,1
Invoice 189349,2
Invoice 173326,2
Invoice 183607,4
Invoice 252306,1
Invoice 166490,4
Invoice 248859,3
Invoice 230512,20
Invoice 254543,1
Invoice 206352,2
Invoice 45617,2
Invoice 166456,3
Invoice 227078,3
Invoice 217598,1
Invoice 223013,6
Invoice 271439,1
Invoice 185850,4
Invoice 205663,6
Invoice 238949,6
Invoice 211239,20
Invoice 171193,1
Invoice 226463,1
Invoice 242334,1
Invoice 197167,1
Invoice 220257,1
Invoice 172936,2
Invoice 221440,1
Invoice 185774,1
Invoice 168437,2
Invoice 246831,1
Invoice 265059,1
Invoice 190067,9
Invoice 224565,2
Invoice 160665,2
Invoice 235417,2
Invoice 201446,2
Invoice 250484,1
Invoice 223516,2
Invoice 222216,1
Invoice 274394,1
Invoice 246002,1
Invoice 270125,4
Invoice 233234,30
Invoice 221587,8
Invoice 257827,2
Invoice 209086,1
Invoice 179463,1
Invoice 270116,5
Invoice 185852,1
Invoice 269438,1
Invoice 217682,1
Invoice 181333,1
Invoice 230071,2
Invoice 268809,6
Invoice 241575,2
Invoice 236385,1
Invoice 247168,1
Invoice 206225,1
Invoice 231099,13
Invoice 204783,5
Invoice 231617,4
Invoice 199929,3
Invoice 186121,1
Invoice 220668,1
Invoice 248283,1
Invoice 176142,4
Invoice 167604,3
Invoice 189069,3
Invoice 250796,4
Invoice 270061,1
Invoice 244507,25
Invoice 233365,2
Invoice 188774,2
Invoice 225570,1
Invoice 204634,2
Invoice 212379,2
Invoice 184927,1
Invoice 217675,2
Invoice 253199,1
Invoice 275037,2
Invoice 253785,23
Invoice 194309,3
Invoice 252518,7
Invoice 225980,3
Invoice 250480,37
Invoice 212593,9
Invoice 164674,103
Invoice 180635,2
Invoice 260368,12
Invoice 159874,1
Invoice 159551,1
Invoice 160589,2
Invoice 159592,7
Invoice 138361,3
Invoice 216693,2
Invoice 199835,1
Invoice 229200,1
Invoice 242850,1
Invoice 246563,4
Invoice 214479,1
Invoice 167889,1
Invoice 200422,4
Invoice 266630,1
Invoice 265246,1
Invoice 229377,2
Invoice 229034,1
Invoice 115215,1
Invoice 171123,1
Invoice 205538,1
Invoice 224087,2
Invoice 276671,1
Invoice 198107,1
Invoice 248052,1
Invoice 245335,1
Invoice 201318,1
