Material,MTyp,Matl Group
Material 2285,ERT,42
Material 1765,ERT,42
Material 2101,ERT,42
Material 7271,ERT,42
Material 7755,ERT,42
Material 3934,ERT,42
Material 5068,ERT,42
Material 941,ERT,42
Material 2895,ERT,42
Material 462,ERT,42
Material 6097,ERT,42
Material 298,ERT,42
Material 3269,ERT,42
Material 7420,ERT,42
Material 8049,ERT,42
Material 1521,ERT,42
Material 637,ERT,42
Material 6460,ERT,42
Material 2495,ERT,42
Material 2710,ERT,42
Material 2354,ERT,42
Material 4223,ERT,42
Material 3186,ERT,42
Material 5060,ERT,42
Material 4029,ERT,42
Material 4551,ERT,42
Material 1797,ERT,42
Material 5261,ERT,42
Material 2800,ERT,42
Material 6918,ERT,42
Material 1771,ERT,42
Material 5349,ERT,42
Material 2026,ERT,42
Material 2142,ERT,42
Material 7740,ERT,42
Material 3746,ERT,42
Material 1697,ERT,42
Material 5781,ERT,42
Material 5703,ERT,42
Material 6114,ERT,42
Material 4116,ERT,42
Material 7289,ERT,42
Material 2321,ERT,42
Material 556,ERT,42
Material 1129,ERT,42
Material 5700,ERT,42
Material 309,ERT,42
Material 5860,ERT,42
Material 3311,ERT,42
Material 7537,ERT,42
Material 7272,ERT,42
Material 1411,ERT,42
Material 6179,ERT,42
Material 4793,ERT,42
Material 369,ERT,42
Material 3338,ERT,42
Material 5983,ERT,42
Material 3878,ERT,42
Material 7091,ERT,42
Material 2038,ERT,42
Material 7759,ERT,42
Material 3812,ERT,42
Material 5794,ERT,42
Material 2699,ERT,42
Material 2100,ERT,42
Material 5197,ERT,42
Material 6215,ERT,42
Material 2793,ERT,42
Material 7336,ERT,42
Material 4563,ERT,42
Material 2646,ERT,42
Material 1356,ERT,42
Material 6543,ERT,42
Material 333,ERT,42
Material 856,ERT,42
Material 4815,ERT,42
Material 4280,ERT,42
Material 5886,ERT,42
Material 7097,ERT,42
Material 5829,ERT,42
Material 4552,ERT,42
Material 5769,ERT,42
Material 5224,ERT,42
Material 4231,ERT,42
Material 6988,ERT,42
Material 7910,ERT,42
Material 5297,ERT,42
Material 5366,ERT,42
Material 1119,ERT,42
Material 3125,ERT,42
Material 1481,ERT,42
Material 6058,ERT,42
Material 412,ERT,42
Material 4086,ERT,42
Material 919,ERT,42
Material 3324,ERT,42
Material 6241,ERT,42
Material 1128,ERT,42
Material 5229,ERT,42
Material 6111,ERT,42
Material 5433,ERT,42
Material 2584,ERT,42
Material 4874,ERT,42
Material 3710,ERT,42
Material 3526,ERT,42
Material 2601,ERT,42
Material 331,ERT,42
Material 5047,ERT,42
Material 866,ERT,42
Material 6057,ERT,42
Material 3433,ERT,42
Material 337,ERT,42
Material 3487,ERT,42
Material 7428,ERT,42
Material 2159,ERT,42
Material 3106,ERT,42
Material 3696,ERT,42
Material 1987,ERT,42
Material 6491,ERT,42
Material 4360,ERT,42
Material 5883,ERT,42
Material 4848,ERT,42
Material 1947,ERT,42
Material 1658,ERT,42
Material 5574,ERT,42
Material 6656,ERT,42
Material 1957,ERT,42
Material 2780,ERT,42
Material 2544,ERT,42
Material 5567,ERT,42
Material 5866,ERT,42
Material 5662,ERT,42
Material 1872,ERT,42
Material 5763,ERT,42
Material 2698,ERT,42
Material 8054,ERT,42
Material 591,ERT,42
Material 3030,ERT,42
Material 2425,ERT,42
Material 2089,ERT,42
Material 415,ERT,42
Material 1183,ERT,42
Material 4590,ERT,42
Material 4923,ERT,42
Material 579,ERT,42
Material 4672,ERT,42
Material 2986,ERT,42
Material 70,ERT,42
Material 7500,ERT,42
Material 7513,ERT,42
Material 891,ERT,42
Material 5843,ERT,42
Material 5974,ERT,42
Material 1657,ERT,42
Material 6345,ERT,42
Material 4133,ERT,42
Material 2973,ERT,42
Material 1127,ERT,34
Material 7228,ERT,34
Material 2730,ERT,34
Material 1528,ERT,57
Material 6049,ERT,60
Material 6180,ERT,60
Material 5423,NBW,7
Material 5402,NBW,7
Material 2355,NBW,7
Material 3351,ROH,10
Material 5027,ROH,10
Material 4949,ERT,66
Material 6812,ERT,66
Material 3340,AWA,34
Material 5978,AWA,34
Material 5204,AWA,34
Material 1185,AWA,34
Material 373,AWA,34
Material 5831,AWA,34
Material 4184,AWA,34
Material 570,AWA,34
Material 1107,AWA,34
Material 2033,AWA,34
Material 1587,AWA,34
Material 2805,AWA,34
Material 7490,AWA,70
Material 269,AWA,34
Material 1544,AWA,57
Material 3525,AWA,57
Material 6103,AWA,57
Material 2319,AWA,57
Material 2799,AWA,57
Material 3512,AWA,57
Material 1759,AWA,57
Material 510,AWA,57
Material 1497,AWA,57
Material 4286,AWA,57
Material 153,AWA,34
Material 1326,ERT,34
Material 7144,ERT,34
Material 7361,ERT,34
Material 992,ERT,34
Material 3327,ERT,34
Material 414,ERT,34
Material 4468,ERT,34
Material 5419,ERT,34
Material 2251,ERT,34
Material 4371,ERT,34
Material 3012,ERT,34
Material 1659,ERT,34
Material 4825,ERT,34
Material 2785,ERT,34
Material 7488,ERT,34
Material 4708,ERT,34
Material 3276,ERT,34
Material 3958,ERT,34
Material 5045,ERT,34
Material 1116,ERT,34
Material 3771,ERT,34
Material 6038,ERT,34
Material 781,ERT,34
Material 8021,ERT,34
Material 2680,ERT,34
Material 1548,ERT,34
Material 4582,ERT,34
Material 3174,ERT,34
Material 3800,ERT,34
Material 1719,ERT,34
Material 4479,ERT,34
Material 2894,ERT,34
Material 5689,ERT,34
Material 1054,ERT,34
Material 4814,ERT,34
Material 1365,ERT,34
Material 3962,ERT,34
Material 5201,ERT,34
Material 4008,ERT,34
Material 7980,ERT,34
Material 6839,ERT,34
Material 2644,ERT,34
Material 6348,ERT,34
Material 5401,ERT,34
Material 5400,ERT,34
Material 6024,ERT,34
Material 1396,ERT,34
Material 1160,ERT,34
Material 6978,ERT,34
Material 4494,ERT,34
Material 6192,ERT,34
Material 4735,ERT,34
Material 1593,ERT,34
Material 4663,ERT,34
Material 2510,ERT,34
Material 7641,ERT,34
Material 2817,ERT,34
Material 3922,ERT,34
Material 1909,ERT,34
Material 1539,ERT,34
Material 7832,ERT,34
Material 5020,ERT,34
Material 783,ERT,34
Material 8008,ERT,34
Material 7068,ERT,34
Material 7303,ERT,34
Material 4263,ERT,34
Material 833,ERT,34
Material 4798,ERT,34
Material 1275,ERT,34
Material 3679,ERT,34
Material 7344,ERT,34
Material 530,ERT,57
Material 1158,ERT,57
Material 5550,ERT,57
Material 1862,ERT,57
Material 7598,ERT,66
Material 6745,ERT,66
Material 4243,ERT,66
Material 5163,ERT,66
Material 7137,ERT,66
Material 4234,ERT,66
Material 4889,ERT,66
Material 7290,ERT,66
Material 4827,ERT,66
Material 1970,ERT,66
Material 2816,ERT,66
Material 1040,ERT,66
Material 7918,ERT,66
Material 6418,ERT,66
Material 6249,ERT,66
Material 2910,ERT,66
Material 3008,ERT,66
Material 437,ERT,66
Material 562,ERT,66
Material 2342,ERT,50
Material 5960,ERT,50
Material 5425,ERT,50
Material 7423,ERT,50
Material 6724,ERT,50
Material 663,ERT,50
Material 5144,ERT,50
Material 1779,ERT,50
Material 2202,ERT,66
Material 5823,ERT,66
Material 5468,ERT,66
Material 3776,ERT,66
Material 2120,ERT,66
Material 4287,ERT,66
Material 1948,ERT,66
Material 3607,ERT,66
Material 302,ERT,66
Material 7721,ERT,66
Material 4437,ERT,66
Material 3661,ERT,66
Material 4197,ERT,66
Material 3393,ERT,66
Material 2188,ERT,66
Material 1840,ERT,66
Material 1031,ERT,66
Material 4459,ERT,50
Material 2652,ERT,50
Material 2693,ERT,50
Material 4045,ERT,50
Material 3716,ERT,50
Material 7664,ERT,50
Material 6641,ERT,50
Material 1830,ERT,50
Material 1141,ERT,50
Material 3906,ERT,50
Material 2592,ERT,50
Material 7165,ERT,50
Material 6883,ERT,50
Material 1507,ERT,50
Material 2385,ERT,50
Material 3569,ERT,55
Material 1500,ERT,55
Material 129,ERT,55
Material 2196,ERT,55
Material 245,ERT,55
Material 3188,ERT,55
Material 5787,ERT,55
Material 5098,ERT,55
Material 313,ERT,55
Material 513,ERT,55
Material 5613,ERT,55
Material 7879,ERT,55
Material 1889,ERT,55
Material 6609,ERT,55
Material 3110,ERT,55
Material 4149,ERT,55
Material 5946,ERT,55
Material 896,ERT,55
Material 2742,ERT,55
Material 523,ERT,55
Material 625,ERT,55
Material 6736,ERT,55
Material 5486,ERT,55
Material 127,ERT,55
Material 8005,ERT,55
Material 2818,ERT,55
Material 2263,ERT,55
Material 2612,ERT,55
Material 146,ERT,55
Material 3253,ERT,55
Material 3774,ERT,55
Material 5951,ERT,55
Material 3134,ERT,55
Material 5253,ERT,55
Material 7501,ERT,55
Material 565,ERT,55
Material 5256,ERT,51
Material 5184,ERT,55
Material 2648,ERT,55
Material 4128,ERT,55
Material 740,ERT,55
Material 1085,ERT,55
Material 3442,ERT,55
Material 876,ERT,55
Material 3657,ERT,55
Material 143,ERT,55
Material 2606,ERT,55
Material 3888,ERT,55
Material 405,ERT,55
Material 5395,ERT,55
Material 2245,ERT,55
Material 8003,ERT,55
Material 2593,ERT,55
Material 3175,ERT,55
Material 3300,ERT,55
Material 2143,ERT,55
Material 3623,ERT,55
Material 6171,ERT,55
Material 862,ERT,55
Material 7357,ERT,55
Material 5319,ERT,55
Material 2905,ERT,55
Material 4529,ERT,55
Material 7328,ERT,55
Material 482,ERT,55
Material 184,ERT,55
Material 5430,ERT,55
Material 7226,ERT,55
Material 4733,ERT,55
Material 5739,ERT,55
Material 5064,ERT,55
Material 3361,ERT,55
Material 1312,ERT,55
Material 2176,ERT,55
Material 4973,ERT,55
Material 6602,ERT,55
Material 382,ERT,55
Material 7696,ERT,55
Material 2983,ERT,55
Material 5904,ERT,55
Material 4090,ERT,55
Material 4423,ERT,55
Material 1816,ERT,55
Material 3022,ERT,55
Material 1579,ERT,55
Material 5190,ERT,55
Material 2615,ERT,55
Material 4894,ERT,55
Material 1192,ERT,55
Material 7949,ERT,55
Material 967,ERT,55
Material 5564,ERT,55
Material 4662,ERT,55
Material 1028,ERT,55
Material 4078,ERT,55
Material 6635,ERT,55
Material 4270,ERT,55
Material 6287,ERT,55
Material 2420,ERT,55
Material 6986,ERT,55
Material 874,ERT,55
Material 3511,ERT,55
Material 1247,ERT,55
Material 2171,ERT,55
Material 4966,ERT,55
Material 497,ERT,55
Material 2318,ERT,55
Material 2979,ERT,55
Material 7518,ERT,55
Material 1357,ERT,55
Material 7079,ERT,55
Material 5722,ERT,55
Material 4013,ERT,55
Material 1454,ERT,55
Material 5361,ERT,55
Material 4833,ERT,55
Material 6308,ERT,55
Material 5447,ERT,55
Material 211,ERT,55
Material 7950,ERT,55
Material 4059,ERT,55
Material 7966,ERT,55
Material 7104,ERT,55
Material 5287,ERT,55
Material 1084,ERT,55
Material 7536,ERT,55
Material 5232,ERT,55
Material 386,ERT,55
Material 7675,ERT,55
Material 4088,ERT,55
Material 4026,ERT,55
Material 3789,ERT,55
Material 7220,ERT,55
Material 3864,ERT,55
Material 3031,ERT,55
Material 325,ERT,55
Material 6212,ERT,55
Material 3697,ERT,55
Material 4050,ERT,55
Material 7171,ERT,55
Material 4985,ERT,55
Material 2317,ERT,55
Material 6185,ERT,55
Material 1409,ERT,55
Material 5828,ERT,55
Material 8030,ERT,55
Material 541,ERT,55
Material 1212,ERT,55
Material 6848,ERT,55
Material 292,ERT,55
Material 4846,ERT,55
Material 1887,ERT,57
Material 5194,ERT,57
Material 1652,ERT,57
Material 3026,ERT,57
Material 7066,ERT,57
Material 5296,ERT,57
Material 4072,ERT,57
Material 177,ERT,57
Material 704,ERT,57
Material 3967,ERT,57
Material 1494,ERT,57
Material 5446,ERT,57
Material 5279,ERT,57
Material 1801,ERT,57
Material 6376,ERT,57
Material 5593,ERT,57
Material 3226,ERT,57
Material 6397,ERT,57
Material 7450,ERT,44
Material 6783,ERT,44
Material 2681,ERT,44
Material 2587,ERT,44
Material 2328,ERT,44
Material 107,ERT,44
Material 1746,ERT,16
Material 1938,ERT,8
Material 7314,ERT,8
Material 4033,ERT,8
Material 5582,ERT,8
Material 115,ERT,42
Material 2987,ERT,42
Material 5517,ERT,42
Material 2248,ERT,42
Material 1051,ERT,42
Material 6112,ERT,42
Material 722,ERT,42
Material 60,ERT,42
Material 7822,ERT,42
Material 2727,ERT,42
Material 429,ERT,42
Material 7633,ERT,42
Material 933,ERT,42
Material 4034,ERT,42
Material 2516,ERT,42
Material 4233,ERT,42
Material 5925,ERT,42
Material 1776,ERT,42
Material 3817,ERT,42
Material 1273,ERT,42
Material 3436,ERT,42
Material 3479,ERT,42
Material 2868,ERT,42
Material 423,ERT,42
Material 308,ERT,42
Material 3168,ERT,42
Material 2079,ERT,42
Material 7811,ERT,42
Material 826,ERT,42
Material 5986,ERT,42
Material 5043,ERT,42
Material 6755,ERT,42
Material 7438,ERT,42
Material 4215,ERT,42
Material 93,ERT,42
Material 6023,ERT,42
Material 7837,ERT,42
Material 4291,ERT,42
Material 1875,ERT,42
Material 4173,ERT,42
Material 4352,ERT,42
Material 4365,ERT,42
Material 3802,ERT,42
Material 5422,ERT,42
Material 1680,ERT,42
Material 615,ERT,42
Material 3942,ERT,42
Material 4297,ERT,8
Material 3343,ERT,42
Material 1291,ERT,42
Material 1434,ERT,8
Material 4595,ERT,8
Material 4578,ERT,8
Material 4339,ERT,8
Material 6519,ERT,8
Material 391,ERT,8
Material 3535,ERT,8
Material 3319,ERT,8
Material 4777,ERT,8
Material 6741,ERT,8
Material 2207,ERT,8
Material 6789,ERT,8
Material 1124,ERT,8
Material 5158,ERT,8
Material 5143,ERT,8
Material 5099,ERT,8
Material 5914,ERT,8
Material 6243,ERT,8
Material 5890,ERT,8
Material 3004,ERT,8
Material 2786,ERT,8
Material 7179,ERT,8
Material 1008,ERT,42
Material 79,ERT,42
Material 1586,ERT,42
Material 3519,ERT,42
Material 2172,ERT,42
Material 96,ERT,42
Material 1041,ERT,42
Material 3225,ERT,42
Material 7644,ERT,42
Material 5411,ERT,42
Material 5649,ERT,42
Material 310,ERT,42
Material 344,ERT,57
Material 592,ERT,57
Material 2070,ERT,57
Material 3602,ERT,57
Material 4918,ERT,57
Material 6417,ERT,57
Material 5798,ERT,57
Material 4786,ERT,57
Material 3098,ERT,57
Material 664,ERT,57
Material 6629,ERT,57
Material 974,ERT,57
Material 2389,AWA,34
Material 7784,AWA,34
Material 7753,ERT,8
Material 4763,ERT,8
Material 1315,ERT,8
Material 7018,ERT,8
Material 432,ERT,8
Material 4301,ERT,8
Material 7830,ERT,8
Material 3834,ERT,8
Material 243,ERT,8
Material 7804,ERT,8
Material 5842,ERT,8
Material 2112,ERT,8
Material 5888,ERT,8
Material 5610,ERT,8
Material 1916,ERT,8
Material 6323,ERT,8
Material 6375,ERT,8
Material 3141,ERT,8
Material 3452,ERT,8
Material 1861,ERT,8
Material 5075,ERT,8
Material 2778,ERT,55
Material 5992,ERT,55
Material 674,ERT,55
Material 156,ERT,55
Material 4797,ERT,55
Material 501,ERT,55
Material 2675,ERT,55
Material 7199,ERT,55
Material 2925,ERT,55
Material 4343,ERT,55
Material 5837,ERT,55
Material 4910,ERT,55
Material 6660,ERT,55
Material 4143,ERT,55
Material 3529,ERT,55
Material 2111,ERT,55
Material 7700,ERT,55
Material 5250,ERT,55
Material 6639,ERT,55
Material 1715,ERT,55
Material 5959,ERT,55
Material 1558,ERT,55
Material 3557,ERT,55
Material 4492,ERT,55
Material 5285,ERT,55
Material 1193,ERT,55
Material 1602,ERT,55
Material 2560,ERT,55
Material 5148,ERT,55
Material 2641,ERT,55
Material 4867,ERT,55
Material 6537,ERT,55
Material 4795,ERT,8
Material 6174,ERT,55
Material 3386,ERT,55
Material 5105,ERT,55
Material 1955,ERT,55
Material 3836,ERT,55
Material 1638,ERT,55
Material 368,ERT,55
Material 1188,ERT,55
Material 1972,ERT,55
Material 7743,ERT,55
Material 6366,ERT,55
Material 7649,ERT,55
Material 2500,ERT,55
Material 5007,ERT,8
Material 3781,ERT,8
Material 6794,ERT,8
Material 5126,ERT,8
Material 4113,ERT,8
Material 7820,ERT,8
Material 334,ERT,8
Material 2468,ERT,8
Material 3633,ERT,8
Material 5387,ERT,8
Material 2907,ERT,8
Material 6730,ERT,8
Material 798,ERT,16
Material 5353,ERT,8
Material 1170,ERT,8
Material 5655,ERT,8
Material 1366,ERT,8
Material 5382,ERT,55
Material 6971,ERT,55
Material 2685,ERT,55
Material 5597,ERT,55
Material 4699,ERT,55
Material 1983,ERT,55
Material 3191,ERT,55
Material 3991,ERT,55
Material 4780,ERT,55
Material 3358,ERT,55
Material 6995,ERT,55
Material 1122,ERT,55
Material 4266,ERT,55
Material 6101,ERT,55
Material 6808,ERT,55
Material 6283,ERT,55
Material 4391,ERT,55
Material 18,ERT,55
Material 7159,ERT,55
Material 3169,ERT,55
Material 1742,ERT,55
Material 790,ERT,55
Material 2213,ERT,55
Material 1820,ERT,55
Material 1369,ERT,55
Material 2369,ERT,55
Material 2331,ERT,55
Material 4438,ERT,55
Material 4129,ERT,55
Material 7584,ERT,55
Material 7780,ERT,55
Material 1484,ERT,55
Material 6356,ERT,55
Material 538,ERT,55
Material 6448,ERT,55
Material 3968,ERT,55
Material 809,ERT,55
Material 6919,ERT,55
Material 535,ERT,55
Material 3099,ERT,55
Material 4427,ERT,55
Material 3237,ERT,55
Material 3041,ERT,55
Material 2124,ERT,55
Material 7981,ERT,55
Material 4900,ERT,55
Material 4675,ERT,55
Material 812,ERT,55
Material 3212,ERT,55
Material 6941,ERT,55
Material 3793,ERT,8
Material 1950,ERT,8
Material 7356,ERT,8
Material 6434,ERT,8
Material 1590,ERT,16
Material 4147,ERT,8
Material 5354,ERT,8
Material 3046,ERT,8
Material 270,ERT,8
Material 3345,ERT,8
Material 2857,ERT,8
Material 5869,ERT,8
Material 2571,ERT,8
Material 1343,ERT,8
Material 3252,ERT,16
Material 1092,ERT,8
Material 1057,ERT,8
Material 1710,ERT,8
Material 1656,ERT,42
Material 322,ERT,42
Material 6261,ERT,42
Material 953,ERT,42
Material 3807,ERT,42
Material 6711,ERT,42
Material 7729,ERT,42
Material 6929,ERT,42
Material 2705,ERT,42
Material 4071,ERT,42
Material 1763,ERT,42
Material 5934,ERT,8
Material 7741,ERT,55
Material 6696,ERT,55
Material 2412,ERT,55
Material 5100,ERT,55
Material 7201,ERT,55
Material 6960,ERT,55
Material 1706,ERT,55
Material 2781,ERT,55
Material 2557,ERT,55
Material 3856,ERT,55
Material 6149,ERT,55
Material 6909,ERT,55
Material 288,ERT,55
Material 2348,ERT,55
Material 7265,ERT,8
Material 6219,ERT,8
Material 2029,ERT,42
Material 6408,ERT,42
Material 5226,ERT,42
Material 7798,ERT,42
Material 836,ERT,42
Material 4421,ERT,42
Material 425,ERT,8
Material 1760,ERT,42
Material 3956,ERT,8
Material 1190,ERT,42
Material 3009,ERT,42
Material 7636,ERT,42
Material 837,ERT,42
Material 4718,ERT,42
Material 1145,ERT,8
Material 7330,ERT,8
Material 603,ERT,42
Material 7213,ERT,42
Material 7046,ERT,42
Material 5171,ERT,42
Material 311,ERT,42
Material 8046,ERT,42
Material 815,ERT,42
Material 1300,ERT,42
Material 1125,ERT,42
Material 6597,ERT,42
Material 359,ERT,42
Material 4756,ERT,42
Material 4111,ERT,42
Material 4822,ERT,42
Material 1589,ERT,42
Material 6053,ERT,42
Material 6298,ERT,42
Material 6717,ERT,42
Material 4092,ERT,42
Material 2326,ERT,42
Material 317,ERT,42
Material 4065,ERT,42
Material 399,ERT,42
Material 3273,ERT,42
Material 289,ERT,42
Material 5844,ERT,42
Material 548,ERT,42
Material 2473,ERT,42
Material 7870,ERT,42
Material 2392,ERT,42
Material 564,ERT,42
Material 4163,ERT,42
Material 4709,ERT,8
Material 5080,ERT,42
Material 89,ERT,42
Material 2821,ERT,42
Material 2509,ERT,42
Material 797,ERT,42
Material 5322,ERT,42
Material 6340,ERT,34
Material 5658,ERT,42
Material 3050,ERT,42
Material 6910,ERT,8
Material 2732,ERT,42
Material 2923,ERT,8
Material 1787,ERT,42
Material 3034,ERT,42
Material 505,ERT,42
Material 4995,ERT,42
Material 2574,ERT,42
Material 7785,ERT,42
Material 4108,ERT,42
Material 1780,ERT,42
Material 1782,ERT,42
Material 7117,ERT,42
Material 4576,ERT,42
Material 3231,ERT,42
Material 6374,ERT,42
Material 6896,ERT,42
Material 601,ERT,42
Material 448,ERT,42
Material 3013,ERT,42
Material 1832,ERT,42
Material 1853,ERT,42
Material 5701,ERT,42
Material 1048,ERT,42
Material 6991,ERT,42
Material 7487,ERT,42
Material 6623,ERT,42
Material 2190,ERT,42
Material 6312,ERT,42
Material 7556,ERT,8
Material 875,ERT,42
Material 7242,ERT,42
Material 4292,ERT,42
Material 5472,ERT,42
Material 2074,ERT,42
Material 725,ERT,42
Material 7580,ERT,42
Material 454,ERT,42
Material 5594,ERT,42
Material 8062,ERT,42
Material 1509,ERT,42
Material 5684,ERT,42
Material 6777,ERT,42
Material 7652,ERT,42
Material 4449,ERT,42
Material 1467,ERT,42
Material 193,ERT,42
Material 293,ERT,42
Material 590,ERT,42
Material 2432,ERT,42
Material 7684,ERT,42
Material 6224,ERT,42
Material 6966,ERT,42
Material 4858,ERT,42
Material 6226,ERT,42
Material 307,ERT,42
Material 7923,ERT,42
Material 4217,ERT,42
Material 1752,ERT,42
Material 528,ERT,42
Material 5733,ERT,42
Material 2855,ERT,42
Material 3003,ERT,42
Material 7603,ERT,42
Material 1876,ERT,42
Material 3123,ERT,42
Material 3564,ERT,8
Material 4432,ERT,42
Material 7339,ERT,42
Material 4293,ERT,42
Material 4364,ERT,42
Material 701,ERT,42
Material 5715,ERT,42
Material 2451,ERT,8
Material 5453,ERT,42
Material 3673,ERT,42
Material 5247,ERT,42
Material 4620,ERT,42
Material 2134,ERT,42
Material 6872,ERT,8
Material 6140,ERT,8
Material 250,ERT,42
Material 4518,ERT,42
Material 1952,ERT,42
Material 911,ERT,42
Material 3256,ERT,42
Material 3902,ERT,42
Material 2981,ERT,42
Material 3065,ERT,42
Material 1793,ERT,42
Material 2891,ERT,42
Material 8045,ERT,42
Material 3275,ERT,42
Material 3302,ERT,42
Material 1113,ERT,42
Material 7524,ERT,42
Material 4617,ERT,42
Material 6311,ERT,42
Material 1239,ERT,42
Material 5303,ERT,42
Material 4377,ERT,42
Material 5538,ERT,42
Material 2129,ERT,8
Material 580,ERT,8
Material 3437,ERT,8
Material 1334,ERT,8
Material 2281,ERT,8
Material 7113,ERT,8
Material 5881,ERT,42
Material 6993,ERT,42
Material 956,ERT,42
Material 2739,ERT,42
Material 971,ERT,42
Material 1953,ERT,42
Material 2260,ERT,42
Material 5489,ERT,42
Material 360,ERT,42
Material 5141,ERT,42
Material 141,ERT,42
Material 3699,ERT,42
Material 4745,ERT,42
Material 3069,ERT,42
Material 558,ERT,42
Material 6716,ERT,42
Material 7867,ERT,42
Material 4879,ERT,42
Material 4485,ERT,42
Material 1327,ERT,42
Material 6204,ERT,42
Material 318,ERT,42
Material 4225,ERT,42
Material 5185,ERT,42
Material 7125,ERT,42
Material 3690,ERT,42
Material 7969,ERT,42
Material 3180,ERT,42
Material 8052,ERT,42
Material 6105,ERT,42
Material 6002,ERT,42
Material 6771,ERT,42
Material 7691,ERT,42
Material 170,ERT,42
Material 7205,ERT,42
Material 2114,ERT,42
Material 1241,ERT,42
Material 6151,ERT,42
Material 3477,ERT,42
Material 2312,ERT,42
Material 7534,ERT,42
Material 7040,ERT,8
Material 5273,ERT,8
Material 1208,ERT,42
Material 4561,ERT,42
Material 5927,ERT,42
Material 6785,ERT,42
Material 4413,ERT,42
Material 7800,ERT,8
Material 4097,ERT,8
Material 7243,ERT,8
Material 1250,ERT,8
Material 7591,ERT,8
Material 5679,ERT,8
Material 2274,ERT,8
Material 5024,ERT,8
Material 3330,ERT,8
Material 4372,ERT,8
Material 2323,ERT,8
Material 7594,ERT,8
Material 3339,ERT,8
Material 702,ERT,8
Material 581,ERT,8
Material 6692,ERT,16
Material 776,ERT,8
Material 6300,ERT,8
Material 6811,ERT,8
Material 6013,ERT,8
Material 6410,ERT,8
Material 7026,ERT,8
Material 2511,ERT,8
Material 6475,ERT,8
Material 6451,ERT,8
Material 7085,ERT,8
Material 5327,ERT,8
Material 4990,ERT,8
Material 4641,ERT,8
Material 7549,ERT,8
Material 2694,ERT,8
Material 7750,ERT,8
Material 8027,ERT,8
Material 3680,ERT,8
Material 7398,ERT,8
Material 3303,ERT,8
Material 6850,ERT,8
Material 6123,ERT,8
Material 151,ERT,8
Material 7369,ERT,8
Material 7607,ERT,8
Material 138,ERT,8
Material 892,ERT,8
Material 2909,ERT,8
Material 7136,ERT,8
Material 4313,ERT,8
Material 78,ERT,8
Material 5192,ERT,8
Material 6836,ERT,8
Material 3027,ERT,8
Material 3036,ERT,8
Material 5680,ERT,8
Material 735,ERT,8
Material 4898,ERT,8
Material 338,ERT,8
Material 3544,ERT,8
Material 1010,ERT,8
Material 3075,ERT,8
Material 6422,ERT,8
Material 1388,ERT,8
Material 180,ERT,8
Material 2879,ERT,8
Material 3524,ERT,8
Material 4028,ERT,8
Material 179,ERT,8
Material 5119,ERT,8
Material 2642,ERT,8
Material 2028,ERT,8
Material 6540,ERT,8
Material 3517,ERT,8
Material 7246,ERT,8
Material 5501,ERT,8
Material 6865,ERT,8
Material 1969,ERT,8
Material 4067,ERT,8
Material 5392,ERT,8
Material 5320,ERT,8
Material 1310,ERT,8
Material 235,ERT,8
Material 1471,ERT,8
Material 75,ERT,8
Material 5164,ERT,8
Material 3819,ERT,8
Material 5563,ERT,8
Material 3721,ERT,8
Material 2714,ERT,8
Material 4393,ERT,8
Material 4987,ERT,8
Material 4177,ERT,8
Material 824,ERT,8
Material 4537,ERT,8
Material 2447,ERT,8
Material 6873,ERT,8
Material 5272,ERT,16
Material 5039,ERT,16
Material 6866,ERT,8
Material 4369,AWA,34
Material 6787,AWA,34
Material 240,AWA,34
Material 6229,AWA,34
Material 1542,AWA,34
Material 1498,ERT,8
Material 7310,AWA,34
Material 7728,AWA,34
Material 2935,ERT,8
Material 7406,ERT,8
Material 3306,ERT,16
Material 6892,ERT,8
Material 3150,ERT,8
Material 5636,ERT,8
Material 7321,ERT,8
Material 5518,ERT,8
Material 6440,ERT,16
Material 216,ERT,8
Material 7315,ERT,8
Material 4170,ERT,57
Material 188,ERT,57
Material 5183,ERT,57
Material 1729,ERT,57
Material 4312,ERT,57
Material 2575,ERT,57
Material 5551,ERT,55
Material 63,ERT,55
Material 5747,ERT,55
Material 2002,ERT,55
Material 3804,ERT,55
Material 729,ERT,55
Material 4469,ERT,55
Material 5565,ERT,55
Material 7214,ERT,55
Material 7817,ERT,55
Material 2041,ERT,55
Material 5198,ERT,55
Material 4359,ERT,55
Material 3007,ERT,55
Material 779,ERT,55
Material 6649,ERT,55
Material 8000,ERT,55
Material 2880,ERT,55
Material 867,ERT,55
Material 5216,ERT,55
Material 1401,ERT,55
Material 3588,ERT,55
Material 5271,ERT,55
Material 6501,ERT,55
Material 6086,ERT,55
Material 6435,ERT,55
Material 982,ERT,55
Material 7669,ERT,55
Material 4950,ERT,55
Material 6509,ERT,55
Material 7233,ERT,55
Material 6250,ERT,55
Material 4288,ERT,55
Material 1242,ERT,55
Material 2093,ERT,55
Material 1078,ERT,55
Material 1444,ERT,55
Material 7112,ERT,55
Material 7005,ERT,55
Material 1344,ERT,55
Material 199,ERT,55
Material 2168,ERT,55
Material 2272,ERT,55
Material 2012,ERT,55
Material 6382,ERT,55
Material 8047,ERT,55
Material 2887,ERT,55
Material 4222,ERT,55
Material 3446,ERT,55
Material 3400,ERT,55
Material 2873,ERT,55
Material 7794,ERT,55
Material 1102,ERT,55
Material 4247,ERT,55
Material 6810,ERT,55
