CoCd,DocumentNo,Year,Type,Pstng Date,Reference,Obj. key,CoCd2
Company 10,5000365437.0,2022.0,WE  ,03/20/2023,Ref 133388,50012794902023,
Company 10,5000365438.0,2022.0,WE  ,03/20/2023,Ref 133388,50012794902023,
Company 10,5000365439.0,2022.0,WE  ,03/20/2023,Ref 133779,50012794132023,
Company 10,5000365440.0,2022.0,WE  ,03/20/2023,Ref 133779,50012794132023,
Company 10,5000365441.0,2022.0,WE  ,03/20/2023,Ref 130898,50012794982023,
Company 10,5000365442.0,2022.0,WE  ,03/20/2023,Ref 130898,50012794982023,
Company 10,5000366032.0,2022.0,WE  ,03/21/2023,Ref 134391,50012806242023,
Company 10,5000366033.0,2022.0,WE  ,03/21/2023,Ref 134391,50012806242023,
Company 10,5000366067.0,2022.0,WE  ,03/21/2023,Ref 132196,50012806322023,
Company 10,5000366068.0,2022.0,WE  ,03/21/2023,Ref 132196,50012806322023,
Company 10,5000366583.0,2022.0,WE  ,03/21/2023,Ref 131858,50012815572023,
Company 10,5000366584.0,2022.0,WE  ,03/21/2023,Ref 130550,50012815582023,
Company 10,5000366585.0,2022.0,WE  ,03/21/2023,Ref 130550,50012815582023,
Company 10,5000366586.0,2022.0,WE  ,03/21/2023,Ref 133058,50012815592023,
Company 10,5000366587.0,2022.0,WE  ,03/21/2023,Ref 133058,50012815592023,
Company 10,5000366588.0,2022.0,WE  ,03/21/2023,Ref 132380,50012815612023,
Company 10,5000366589.0,2022.0,WE  ,03/21/2023,Ref 132380,50012815612023,
Company 10,5000366590.0,2022.0,WE  ,03/21/2023,Ref 131789,50012815622023,
Company 10,5000366591.0,2022.0,WE  ,03/21/2023,Ref 131789,50012815622023,
Company 10,5000367970.0,2022.0,WE  ,03/22/2023,Ref 133376,50012840702023,
Company 10,5000367971.0,2022.0,WE  ,03/22/2023,Ref 134463,50012840812023,
Company 10,5000368041.0,2022.0,WE  ,03/22/2023,Ref 132085,50012842252023,
Company 10,5000368042.0,2022.0,WE  ,03/22/2023,Ref 132085,50012842252023,
Company 10,5000369239.0,2022.0,WE  ,03/23/2023,Ref 130622,50012863962023,
Company 10,5000369240.0,2022.0,WE  ,03/23/2023,Ref 130634,50012863992023,
Company 10,9299999995.0,2022.0,ZH  ,04/01/2022,Reference 50167,51001084032022,
Company 10,9300000004.0,2022.0,ZH  ,04/05/2022,Reference 80564,51001092272022,
Company 10,9300000005.0,2022.0,ZH  ,04/05/2022,Reference 93991,51001092692022,
Company 10,9300000014.0,2022.0,ZH  ,04/06/2022,Reference 96108,51001096302022,
Company 10,9300000015.0,2022.0,ZH  ,04/06/2022,Reference 52492,51001096312022,
Company 10,9300000018.0,2022.0,ZH  ,04/07/2022,Reference 66306,51001099252022,
Company 10,9300000022.0,2022.0,ZH  ,04/08/2022,Reference 115374,51001102432022,
Company 10,9300000023.0,2022.0,ZH  ,04/08/2022,Reference 100457,51001102442022,
Company 10,9300000024.0,2022.0,ZH  ,04/11/2022,Reference 108199,51001105612022,
Company 10,9300000025.0,2022.0,ZH  ,04/11/2022,Reference 36100,51001105622022,
Company 10,9300000026.0,2022.0,ZH  ,04/12/2022,Reference 96608,51001108902022,
Company 10,9300000027.0,2022.0,ZH  ,04/12/2022,Reference 126358,51001108912022,
Company 10,9300000028.0,2022.0,ZH  ,04/13/2022,Reference 45328,51001114202022,
Company 10,9300000029.0,2022.0,ZH  ,04/13/2022,Reference 18663,51001114212022,
Company 10,9300000030.0,2022.0,ZH  ,04/13/2022,Reference 48456,51001114222022,
Company 10,9300000034.0,2022.0,ZH  ,04/18/2022,Reference 30572,51001122632022,
Company 10,9300000035.0,2022.0,ZH  ,04/19/2022,Reference 51764,51001126872022,
Company 10,9300000036.0,2022.0,ZH  ,04/19/2022,Reference 85695,51001126882022,
Company 10,9300000037.0,2022.0,ZH  ,04/19/2022,Reference 50556,51001126892022,
Company 10,9300000038.0,2022.0,ZH  ,04/19/2022,Reference 122458,51001126902022,
Company 10,9300000053.0,2022.0,ZH  ,04/20/2022,Reference 21858,51001131012022,
Company 10,9300000054.0,2022.0,ZH  ,04/20/2022,Reference 125733,51001131022022,
Company 10,9300000055.0,2022.0,ZH  ,04/20/2022,Reference 62214,51001131032022,
Company 10,9300000056.0,2022.0,ZH  ,04/20/2022,Reference 99657,51001131042022,
Company 10,9300000068.0,2022.0,ZH  ,04/21/2022,Reference 105996,51001134802022,
Company 10,9300000069.0,2022.0,ZH  ,04/22/2022,Reference 69684,51001138812022,
Company 10,9300000078.0,2022.0,ZH  ,04/23/2022,Reference 84782,51001139402022,
Company 10,9300000080.0,2022.0,ZH  ,04/25/2022,Reference 50570,51001142962022,
Company 10,9300000081.0,2022.0,ZH  ,04/25/2022,Reference 63399,51001143222022,
Company 10,9300000084.0,2022.0,ZH  ,04/26/2022,Reference 89700,51001148472022,
Company 10,9300000085.0,2022.0,ZH  ,04/26/2022,Reference 45287,51001148482022,
Company 10,9300000086.0,2022.0,ZH  ,04/26/2022,Reference 75242,51001148502022,
Company 10,9300000092.0,2022.0,ZH  ,04/27/2022,Reference 76028,51001151982022,
Company 10,9300000093.0,2022.0,ZH  ,04/27/2022,Reference 95073,51001153012022,
Company 10,9300000103.0,2022.0,ZH  ,04/28/2022,Reference 88028,51001157172022,
Company 10,9300000104.0,2022.0,ZH  ,04/28/2022,Reference 65313,51001157202022,
Company 10,9300000105.0,2022.0,ZH  ,04/29/2022,Reference 21070,51001161562022,
Company 10,9300000106.0,2022.0,ZH  ,05/02/2022,Reference 3948,51001166062022,
Company 10,9300000107.0,2022.0,ZH  ,05/02/2022,Reference 30017,51001166072022,
Company 10,9300000108.0,2022.0,ZH  ,05/02/2022,Reference 36386,51001166082022,
Company 10,9300000111.0,2022.0,ZH  ,05/03/2022,Reference 124379,51001169792022,
Company 10,9300000112.0,2022.0,ZH  ,05/03/2022,Reference 88636,51001169802022,
Company 10,9300000137.0,2022.0,ZH  ,05/05/2022,Reference 76608,51001177612022,
Company 10,9300000138.0,2022.0,ZH  ,05/05/2022,Reference 16479,51001177922022,
Company 10,9300000139.0,2022.0,ZH  ,05/05/2022,Reference 50594,51001178552022,
Company 10,9300000140.0,2022.0,ZH  ,05/05/2022,Reference 9836,51001178562022,
Company 10,9300000141.0,2022.0,ZH  ,05/06/2022,Reference 30590,51001182562022,
Company 10,9300000142.0,2022.0,ZH  ,05/06/2022,Reference 71705,51001182752022,
Company 10,9300000143.0,2022.0,ZH  ,05/06/2022,Reference 53921,51001182902022,
Company 10,9300000144.0,2022.0,ZH  ,05/09/2022,Reference 69587,51001187112022,
Company 10,9300000145.0,2022.0,ZH  ,05/09/2022,Reference 103311,51001187122022,
Company 10,9300000146.0,2022.0,ZH  ,05/09/2022,Reference 23116,51001187292022,
Company 10,9300000156.0,2022.0,ZH  ,05/10/2022,Reference 40229,51001192592022,
Company 10,9300000157.0,2022.0,ZH  ,05/10/2022,Reference 53836,51001192632022,
Company 10,9300000159.0,2022.0,ZH  ,05/11/2022,Reference 37784,51001196002022,
Company 10,9300000160.0,2022.0,ZH  ,05/11/2022,Reference 49843,51001196012022,
Company 10,9300000161.0,2022.0,ZH  ,05/11/2022,Reference 79403,51001196022022,
Company 10,9300000168.0,2022.0,ZH  ,05/12/2022,Reference 81741,51001199502022,
Company 10,9300000169.0,2022.0,ZH  ,05/12/2022,Reference 82876,51001200002022,
Company 10,9300000170.0,2022.0,ZH  ,05/12/2022,Reference 60809,51001200012022,
Company 10,9300000174.0,2022.0,ZH  ,05/13/2022,Reference 3765,51001203872022,
Company 10,9300000175.0,2022.0,ZH  ,05/13/2022,Reference 89741,51001203882022,
Company 10,9300000176.0,2022.0,ZH  ,05/13/2022,Reference 85764,51001204352022,
Company 10,9300000177.0,2022.0,ZH  ,05/13/2022,Reference 42497,51001204382022,
Company 10,9300000178.0,2022.0,ZH  ,05/13/2022,Reference 36522,51001204392022,
Company 10,9300000179.0,2022.0,ZH  ,05/13/2022,Reference 127863,51001204402022,
Company 10,9300000180.0,2022.0,ZH  ,05/14/2022,Reference 1302,51001205092022,
Company 10,9300000181.0,2022.0,ZH  ,05/16/2022,Reference 115420,51001207422022,
Company 10,9300000182.0,2022.0,ZH  ,05/16/2022,Reference 34287,51001207782022,
Company 10,9300000183.0,2022.0,ZH  ,05/16/2022,Reference 40821,51001207792022,
Company 10,9300000193.0,2022.0,ZH  ,05/18/2022,Reference 37893,51001217542022,
Company 10,9300000194.0,2022.0,ZH  ,05/18/2022,Reference 43145,51001217552022,
Company 10,9300000195.0,2022.0,ZH  ,05/18/2022,Reference 62020,51001217572022,
Company 10,9300000198.0,2022.0,ZH  ,05/19/2022,Reference 19086,51001221912022,
Company 10,9300000199.0,2022.0,ZH  ,05/20/2022,Reference 62038,51001225102022,
Company 10,9300000200.0,2022.0,ZH  ,05/20/2022,Reference 75003,51001225142022,
Company 10,9300000201.0,2022.0,ZH  ,05/20/2022,Reference 73794,51001225152022,
Company 10,9300000202.0,2022.0,ZH  ,05/23/2022,Reference 129060,51001229732022,
Company 10,9300000203.0,2022.0,ZH  ,05/23/2022,Reference 33596,51001229742022,
Company 10,9300000204.0,2022.0,ZH  ,05/23/2022,Reference 62013,51001229752022,
Company 10,9300000205.0,2022.0,ZH  ,05/23/2022,Reference 98322,51001229772022,
Company 10,9300000206.0,2022.0,ZH  ,05/24/2022,Reference 86956,51001234062022,
Company 10,9300000216.0,2022.0,ZH  ,05/25/2022,Reference 36493,51001238412022,
Company 10,9300000217.0,2022.0,ZH  ,05/25/2022,Reference 14430,51001238422022,
Company 10,9300000218.0,2022.0,ZH  ,05/25/2022,Reference 69538,51001238432022,
Company 10,9300000219.0,2022.0,ZH  ,05/25/2022,Reference 129207,51001238442022,
Company 10,9300000220.0,2022.0,ZH  ,05/25/2022,Reference 101910,51001238582022,
Company 10,9300000221.0,2022.0,ZH  ,05/25/2022,Reference 117912,51001238592022,
Company 10,9300000235.0,2022.0,ZH  ,05/26/2022,Reference 30332,51001241992022,
Company 10,9300000236.0,2022.0,ZH  ,05/26/2022,Reference 75233,51001242592022,
Company 10,9300000237.0,2022.0,ZH  ,05/27/2022,Reference 67273,51001245942022,
Company 10,9300000243.0,2022.0,ZH  ,05/31/2022,Reference 66382,51001258142022,
Company 10,9300000258.0,2022.0,ZH  ,06/01/2022,Reference 65723,51001261122022,
Company 10,9300000259.0,2022.0,ZH  ,06/01/2022,Reference 60864,51001261132022,
Company 10,9300000263.0,2022.0,ZH  ,06/02/2022,Reference 17855,51001265782022,
Company 10,9300000264.0,2022.0,ZH  ,06/02/2022,Reference 11698,51001266142022,
Company 10,9300000271.0,2022.0,ZH  ,06/03/2022,Reference 58961,51001271722022,
Company 10,9300000275.0,2022.0,ZH  ,06/06/2022,Reference 11333,51001276282022,
Company 10,9300000276.0,2022.0,ZH  ,06/06/2022,Reference 27854,51001276292022,
Company 10,9300000277.0,2022.0,ZH  ,06/06/2022,Reference 90476,51001276582022,
Company 10,9300000283.0,2022.0,ZH  ,06/07/2022,Reference 11437,51001280462022,
Company 10,9300000284.0,2022.0,ZH  ,06/08/2022,Reference 38035,51001285832022,
Company 10,9300000285.0,2022.0,ZH  ,06/08/2022,Reference 64162,51001285842022,
Company 10,9300000286.0,2022.0,ZH  ,06/08/2022,Reference 92515,51001286192022,
Company 10,9300000287.0,2022.0,ZH  ,06/09/2022,Reference 128028,51001290762022,
Company 10,9300000288.0,2022.0,ZH  ,06/09/2022,Reference 81400,51001290772022,
Company 10,9300000297.0,2022.0,ZH  ,06/11/2022,Reference 63902,51001295402022,
Company 10,9300000298.0,2022.0,ZH  ,06/13/2022,Reference 14627,51001298952022,
Company 10,9300000299.0,2022.0,ZH  ,06/13/2022,Reference 108202,51001298962022,
Company 10,9300000300.0,2022.0,ZH  ,06/13/2022,Reference 88950,51001298972022,
Company 10,9300000304.0,2022.0,ZH  ,06/14/2022,Reference 89044,51001303432022,
Company 10,9300000306.0,2022.0,ZH  ,06/15/2022,Reference 93520,51001307472022,
Company 10,9300000307.0,2022.0,ZH  ,06/15/2022,Reference 101238,51001307482022,
Company 10,9300000308.0,2022.0,ZH  ,06/15/2022,Reference 70946,51001307512022,
Company 10,9300000309.0,2022.0,ZH  ,06/15/2022,Reference 87694,51001307522022,
Company 10,9300000316.0,2022.0,ZH  ,06/17/2022,Reference 30848,51001316902022,
Company 10,9300000317.0,2022.0,ZH  ,06/17/2022,Reference 94867,51001316912022,
Company 10,9300000318.0,2022.0,ZH  ,06/17/2022,Reference 92334,51001317392022,
Company 10,9300000319.0,2022.0,ZH  ,06/17/2022,Reference 73048,51001317402022,
Company 10,9300000320.0,2022.0,ZH  ,06/17/2022,Reference 31336,51001317442022,
Company 10,9300000325.0,2022.0,ZH  ,06/18/2022,Reference 58860,51001318432022,
Company 10,9300000326.0,2022.0,ZH  ,06/21/2022,Reference 12213,51001327912022,
Company 10,9300000327.0,2022.0,ZH  ,06/21/2022,Reference 6731,51001327922022,
Company 10,9300000328.0,2022.0,ZH  ,06/21/2022,Reference 46601,51001328842022,
Company 10,9300000330.0,2022.0,ZH  ,06/22/2022,Reference 68865,51001332912022,
Company 10,9300000331.0,2022.0,ZH  ,06/22/2022,Reference 93076,51001332922022,
Company 10,9300000332.0,2022.0,ZH  ,06/22/2022,Reference 70510,51001335192022,
Company 10,9300000333.0,2022.0,ZH  ,06/23/2022,Reference 68256,51001339062022,
Company 10,9300000334.0,2022.0,ZH  ,06/23/2022,Reference 45337,51001339072022,
Company 10,9300000335.0,2022.0,ZH  ,06/23/2022,Reference 72335,51001339102022,
Company 10,9300000336.0,2022.0,ZH  ,06/24/2022,Reference 69778,51001343372022,
Company 10,9300000341.0,2022.0,ZH  ,06/27/2022,Reference 80682,51001348342022,
Company 10,9300000342.0,2022.0,ZH  ,06/27/2022,Reference 69216,51001348352022,
Company 10,9300000356.0,2022.0,ZH  ,06/28/2022,Reference 61352,51001356692022,
Company 10,9300000357.0,2022.0,ZH  ,06/28/2022,Reference 77409,51001356742022,
Company 10,9300000358.0,2022.0,ZH  ,06/28/2022,Reference 126940,51001356752022,
Company 10,9300000363.0,2022.0,ZH  ,06/29/2022,Reference 36238,51001360542022,
Company 10,9300000364.0,2022.0,ZH  ,06/29/2022,Reference 8055,51001360552022,
Company 10,9300000365.0,2022.0,ZH  ,06/29/2022,Reference 30653,51001360562022,
Company 10,9300000366.0,2022.0,ZH  ,06/29/2022,Reference 58431,51001360882022,
Company 10,9300000367.0,2022.0,ZH  ,06/30/2022,Reference 114729,51001367032022,
Company 10,9300000368.0,2022.0,ZH  ,06/30/2022,Reference 50537,51001367042022,
Company 10,9300000369.0,2022.0,ZH  ,06/30/2022,Reference 14780,51001367502022,
Company 10,9300000370.0,2022.0,ZH  ,06/30/2022,Reference 15855,51001367512022,
Company 10,9300000376.0,2022.0,ZH  ,07/01/2022,Reference 89229,51001370282022,
Company 10,9300000377.0,2022.0,ZH  ,07/01/2022,Reference 44332,51001370292022,
Company 10,9300000378.0,2022.0,ZH  ,07/01/2022,Reference 102284,51001370302022,
Company 10,9300000379.0,2022.0,ZH  ,07/01/2022,Reference 20528,51001370312022,
Company 10,9300000380.0,2022.0,ZH  ,07/07/2022,Reference 96221,51001383522022,
Company 10,9300000381.0,2022.0,ZH  ,07/08/2022,Reference 15789,51001387482022,
Company 10,9300000382.0,2022.0,ZH  ,07/08/2022,Reference 33448,51001387492022,
Company 10,9300000383.0,2022.0,ZH  ,07/11/2022,Reference 11734,51001391342022,
Company 10,9300000384.0,2022.0,ZH  ,07/11/2022,Reference 98259,51001392352022,
Company 10,9300000385.0,2022.0,ZH  ,07/12/2022,Reference 115485,51001396392022,
Company 10,9300000386.0,2022.0,ZH  ,07/12/2022,Reference 91359,51001396402022,
Company 10,9300000387.0,2022.0,ZH  ,07/12/2022,Reference 107973,51001396412022,
Company 10,9300000388.0,2022.0,ZH  ,07/12/2022,Reference 114787,51001396422022,
Company 10,9300000389.0,2022.0,ZH  ,07/12/2022,Reference 101334,51001396432022,
Company 10,9300000390.0,2022.0,ZH  ,07/12/2022,Reference 18712,51001396442022,
Company 10,9300000411.0,2022.0,ZH  ,07/13/2022,Reference 89527,51001400922022,
Company 10,9300000418.0,2022.0,ZH  ,07/14/2022,Reference 26976,51001405562022,
Company 10,9300000419.0,2022.0,ZH  ,07/14/2022,Reference 28763,51001405572022,
Company 10,9300000425.0,2022.0,ZH  ,07/15/2022,Reference 3498,51001409612022,
Company 10,9300000426.0,2022.0,ZH  ,07/15/2022,Reference 74698,51001409622022,
Company 10,9300000427.0,2022.0,ZH  ,07/15/2022,Reference 90628,51001409632022,
Company 10,9300000428.0,2022.0,ZH  ,07/15/2022,Reference 128406,51001409872022,
Company 10,9300000429.0,2022.0,ZH  ,07/15/2022,Reference 51865,51001409882022,
Company 10,9300000431.0,2022.0,ZH  ,07/18/2022,Reference 23889,51001415362022,
Company 10,9300000447.0,2022.0,ZH  ,07/19/2022,Reference 33050,51001419832022,
Company 10,9300000448.0,2022.0,ZH  ,07/19/2022,Reference 101888,51001419842022,
Company 10,9300000452.0,2022.0,ZH  ,07/20/2022,Reference 122938,51001425322022,
Company 10,9300000453.0,2022.0,ZH  ,07/20/2022,Reference 98867,51001425382022,
Company 10,9300000460.0,2022.0,ZH  ,07/21/2022,Reference 108514,51001430552022,
Company 10,9300000464.0,2022.0,ZH  ,07/22/2022,Reference 115732,51001434582022,
Company 10,9300000465.0,2022.0,ZH  ,07/25/2022,Reference 24481,51001438832022,
Company 10,9300000466.0,2022.0,ZH  ,07/25/2022,Reference 1021,51001438872022,
Company 10,9300000467.0,2022.0,ZH  ,07/25/2022,Reference 38472,51001438882022,
Company 10,9300000468.0,2022.0,ZH  ,07/26/2022,Reference 45502,51001444402022,
Company 10,9300000469.0,2022.0,ZH  ,07/26/2022,Reference 73386,51001444412022,
Company 10,9300000470.0,2022.0,ZH  ,07/26/2022,Reference 89301,51001444422022,
Company 10,9300000471.0,2022.0,ZH  ,07/26/2022,Reference 105416,51001444492022,
Company 10,9300000476.0,2022.0,ZH  ,07/27/2022,Reference 58694,51001448242022,
Company 10,9300000477.0,2022.0,ZH  ,07/27/2022,Reference 129413,51001448252022,
Company 10,9300000479.0,2022.0,ZH  ,07/28/2022,Reference 106465,51001451412022,
Company 10,9300000480.0,2022.0,ZH  ,07/28/2022,Reference 16167,51001451942022,
Company 10,9300000481.0,2022.0,ZH  ,07/28/2022,Reference 112250,51001452582022,
Company 10,9300000482.0,2022.0,ZH  ,07/28/2022,Reference 61900,51001452592022,
Company 10,9300000488.0,2022.0,ZH  ,07/29/2022,Reference 59958,51001461912022,
Company 10,9300000494.0,2022.0,ZH  ,08/01/2022,Reference 61840,51001466932022,
Company 10,9300000495.0,2022.0,ZH  ,08/01/2022,Reference 41703,51001466942022,
Company 10,9300000496.0,2022.0,ZH  ,08/01/2022,Reference 107200,51001466952022,
Company 10,9300000497.0,2022.0,ZH  ,08/01/2022,Reference 39182,51001466962022,
Company 10,9300000498.0,2022.0,ZH  ,08/01/2022,Reference 129104,51001467022022,
Company 10,9300000502.0,2022.0,ZH  ,08/02/2022,Reference 96882,51001474752022,
Company 10,9300000503.0,2022.0,ZH  ,08/02/2022,Reference 59317,51001474762022,
Company 10,9300000504.0,2022.0,ZH  ,08/02/2022,Reference 5666,51001474782022,
Company 10,9300000510.0,2022.0,ZH  ,08/04/2022,Reference 81650,51001482452022,
Company 10,9300000511.0,2022.0,ZH  ,08/04/2022,Reference 13656,51001482462022,
Company 10,9300000512.0,2022.0,ZH  ,08/04/2022,Reference 53789,51001482472022,
Company 10,9300000513.0,2022.0,ZH  ,08/04/2022,Reference 55207,51001482482022,
Company 10,9300000514.0,2022.0,ZH  ,08/04/2022,Reference 29630,51001482812022,
Company 10,9300000515.0,2022.0,ZH  ,08/04/2022,Reference 101975,51001482832022,
Company 10,9300000516.0,2022.0,ZH  ,08/04/2022,Reference 62624,51001482862022,
Company 10,9300000517.0,2022.0,ZH  ,08/04/2022,Reference 88163,51001482872022,
Company 10,9300000518.0,2022.0,ZH  ,08/04/2022,Reference 121733,51001482882022,
Company 10,9300000519.0,2022.0,ZH  ,08/05/2022,Reference 107283,51001486412022,
Company 10,9300000520.0,2022.0,ZH  ,08/05/2022,Reference 6060,51001486432022,
Company 10,9300000521.0,2022.0,ZH  ,08/05/2022,Reference 23401,51001486442022,
Company 10,9300000524.0,2022.0,ZH  ,08/10/2022,Reference 110382,51001498992022,
Company 10,9300000561.0,2022.0,ZH  ,08/11/2022,Reference 53984,51001502322022,
Company 10,9300000562.0,2022.0,ZH  ,08/11/2022,Reference 87631,51001502332022,
Company 10,9300000563.0,2022.0,ZH  ,08/11/2022,Reference 51962,51001502342022,
Company 10,9300000564.0,2022.0,ZH  ,08/12/2022,Reference 31555,51001506282022,
Company 10,9300000565.0,2022.0,ZH  ,08/12/2022,Reference 6432,51001506292022,
Company 10,9300000570.0,2022.0,ZH  ,08/15/2022,Reference 20047,51001508492022,
Company 10,9300000574.0,2022.0,ZH  ,08/16/2022,Reference 62271,51001513332022,
Company 10,9300000576.0,2022.0,ZH  ,08/17/2022,Reference 83536,51001517162022,
Company 10,9300000590.0,2022.0,ZH  ,08/18/2022,Reference 57974,51001521672022,
Company 10,9300000591.0,2022.0,ZH  ,08/18/2022,Reference 90597,51001521682022,
Company 10,9300000598.0,2022.0,ZH  ,08/22/2022,Reference 29223,51001530262022,
Company 10,9300000599.0,2022.0,ZH  ,08/23/2022,Reference 16948,51001535632022,
Company 10,9300000600.0,2022.0,ZH  ,08/23/2022,Reference 5386,51001535642022,
Company 10,9300000601.0,2022.0,ZH  ,08/23/2022,Reference 84453,51001535652022,
Company 10,9300000602.0,2022.0,ZH  ,08/23/2022,Reference 72505,51001535662022,
Company 10,9300000617.0,2022.0,ZH  ,08/24/2022,Reference 35720,51001539962022,
Company 10,9300000621.0,2022.0,ZH  ,08/25/2022,Reference 15595,51001543962022,
Company 10,9300000622.0,2022.0,ZH  ,08/25/2022,Reference 123847,51001544072022,
Company 10,9300000623.0,2022.0,ZH  ,08/25/2022,Reference 14391,51001544082022,
Company 10,9300000631.0,2022.0,ZH  ,08/26/2022,Reference 109095,51001544402022,
Company 10,9300000632.0,2022.0,ZH  ,08/26/2022,Reference 29763,51001546722022,
Company 10,9300000633.0,2022.0,ZH  ,08/29/2022,Reference 25452,51001554362022,
Company 10,9300000634.0,2022.0,ZH  ,08/29/2022,Reference 119189,51001554372022,
Company 10,9300000635.0,2022.0,ZH  ,08/30/2022,Reference 102255,51001556312022,
Company 10,9300000637.0,2022.0,ZH  ,08/31/2022,Reference 103326,51001571372022,
Company 10,9300000638.0,2022.0,ZH  ,08/31/2022,Reference 73556,51001571382022,
Company 10,9300000639.0,2022.0,ZH  ,08/31/2022,Reference 104648,51001571392022,
Company 10,9300000640.0,2022.0,ZH  ,09/01/2022,Reference 40350,51001574962022,
Company 10,9300000641.0,2022.0,ZH  ,09/01/2022,Reference 85915,51001574972022,
Company 10,9300000642.0,2022.0,ZH  ,09/01/2022,Reference 62987,51001575282022,
Company 10,9300000643.0,2022.0,ZH  ,09/01/2022,Reference 109688,51001575292022,
Company 10,9300000645.0,2022.0,ZH  ,09/02/2022,Reference 46752,51001579742022,
Company 10,9300000647.0,2022.0,ZH  ,09/06/2022,Reference 37636,51001583892022,
Company 10,9300000648.0,2022.0,ZH  ,09/06/2022,Reference 86242,51001587842022,
Company 10,9300000649.0,2022.0,ZH  ,09/06/2022,Reference 105630,51001587852022,
Company 10,9300000650.0,2022.0,ZH  ,09/06/2022,Reference 75589,51001587892022,
Company 10,9300000662.0,2022.0,ZH  ,09/08/2022,Reference 39630,51001596222022,
Company 10,9300000663.0,2022.0,ZH  ,09/08/2022,Reference 68639,51001596232022,
Company 10,9300000666.0,2022.0,ZH  ,09/09/2022,Reference 76609,51001601692022,
Company 10,9300000667.0,2022.0,ZH  ,09/09/2022,Reference 22866,51001602072022,
Company 10,9300000668.0,2022.0,ZH  ,09/09/2022,Reference 114157,51001602082022,
Company 10,9300000669.0,2022.0,ZH  ,09/09/2022,Reference 68480,51001602092022,
Company 10,9300000670.0,2022.0,ZH  ,09/09/2022,Reference 34977,51001602102022,
Company 10,9300000671.0,2022.0,ZH  ,09/09/2022,Reference 122837,51001602112022,
Company 10,9300000672.0,2022.0,ZH  ,09/09/2022,Reference 1124,51001602122022,
Company 10,9300000693.0,2022.0,ZH  ,09/12/2022,Reference 100871,51001608432022,
Company 10,9300000694.0,2022.0,ZH  ,09/12/2022,Reference 130090,51001609032022,
Company 10,9300000695.0,2022.0,ZH  ,09/12/2022,Reference 102047,51001609042022,
Company 10,9300000702.0,2022.0,ZH  ,09/14/2022,Reference 18211,51001618772022,
Company 10,9300000710.0,2022.0,ZH  ,09/16/2022,Reference 120814,51001629452022,
Company 10,9300000711.0,2022.0,ZH  ,09/16/2022,Reference 79386,51001629462022,
Company 10,9300000723.0,2022.0,ZH  ,09/20/2022,Reference 11445,51001637182022,
Company 10,9300000724.0,2022.0,ZH  ,09/20/2022,Reference 90864,51001637192022,
Company 10,9300000725.0,2022.0,ZH  ,09/20/2022,Reference 124295,51001637202022,
Company 10,9300000726.0,2022.0,ZH  ,09/20/2022,Reference 8151,51001637212022,
Company 10,9300000728.0,2022.0,ZH  ,09/21/2022,Reference 64065,51001641432022,
Company 10,9300000729.0,2022.0,ZH  ,09/21/2022,Reference 80640,51001641442022,
Company 10,9300000731.0,2022.0,ZH  ,09/22/2022,Reference 113787,51001644932022,
Company 10,9300000732.0,2022.0,ZH  ,09/22/2022,Reference 31999,51001645052022,
Company 10,9300000733.0,2022.0,ZH  ,09/22/2022,Reference 125486,51001645062022,
Company 10,9300000734.0,2022.0,ZH  ,09/22/2022,Reference 82556,51001645072022,
Company 10,9300000748.0,2022.0,ZH  ,09/23/2022,Reference 44753,51001647872022,
Company 10,9300000752.0,2022.0,ZH  ,09/26/2022,Reference 123236,51001649912022,
Company 10,9300000753.0,2022.0,ZH  ,09/26/2022,Reference 96226,51001649922022,
Company 10,9300000754.0,2022.0,ZH  ,09/26/2022,Reference 42306,51001649932022,
Company 10,9300000755.0,2022.0,ZH  ,09/26/2022,Reference 40723,51001655202022,
Company 10,9300000756.0,2022.0,ZH  ,09/26/2022,Reference 15657,51001655212022,
Company 10,9300000757.0,2022.0,ZH  ,09/26/2022,Reference 86637,51001655222022,
Company 10,9300000758.0,2022.0,ZH  ,09/27/2022,Reference 64926,51001662752022,
Company 10,9300000759.0,2022.0,ZH  ,09/27/2022,Reference 90575,51001662762022,
Company 10,9300000760.0,2022.0,ZH  ,09/27/2022,Reference 41319,51001662772022,
Company 10,9300000761.0,2022.0,ZH  ,09/27/2022,Reference 93877,51001662782022,
Company 10,9300000764.0,2022.0,ZH  ,09/28/2022,Reference 88360,51001667842022,
Company 10,9300000765.0,2022.0,ZH  ,09/28/2022,Reference 126707,51001667852022,
Company 10,9300000775.0,2022.0,ZH  ,09/29/2022,Reference 47628,51001673222022,
Company 10,9300000776.0,2022.0,ZH  ,09/29/2022,Reference 99445,51001673232022,
Company 10,9300000778.0,2022.0,ZH  ,09/30/2022,Reference 71583,51001678782022,
Company 10,9300000779.0,2022.0,ZH  ,09/30/2022,Reference 68547,51001679542022,
Company 10,9300000780.0,2022.0,ZH  ,10/03/2022,Reference 95048,51001684632022,
Company 10,9300000802.0,2022.0,ZH  ,10/05/2022,Reference 116293,51001695262022,
Company 10,9300000803.0,2022.0,ZH  ,10/05/2022,Reference 67738,51001695272022,
Company 10,9300000804.0,2022.0,ZH  ,10/06/2022,Reference 2091,51001699052022,
Company 10,9300000809.0,2022.0,ZH  ,10/10/2022,Reference 1010,51001708352022,
