Purch.Doc.,CoCd,Vendor,Type
4500006494,Company 5,Vendor 3929,NB  
4500006495,Company 10,Vendor 738,NB  
4500006497,Company 10,Vendor 3512,NB  
4500006498,Company 10,Vendor 4328,NB  
4500006499,Company 10,Vendor 1070,NB  
4500006517,Company 10,Vendor 738,NB  
4500006524,Company 6,Vendor 1569,NB  
4500006526,Company 6,Vendor 738,NB  
4500006527,Company 10,Vendor 698,NB  
4500006529,Company 10,Vendor 3512,NB  
4500006531,Company 10,Vendor 3421,NB  
4500006532,Company 10,Vendor 3421,NB  
4500006533,Company 10,Vendor 2626,NB  
4500006534,Company 15,Vendor 366,NB  
4500006537,Company 4,Vendor 3985,NB  
4500006539,Company 4,Vendor 4857,NB  
4500006542,Company 6,Vendor 428,NB  
4500006543,Company 6,Vendor 428,NB  
4500006544,Company 15,Vendor 453,NB  
4500006545,Company 6,Vendor 2352,NB  
4500006546,Company 6,Vendor 1529,NB  
4500006548,Company 4,Vendor 2580,NB  
4500006549,Company 6,Vendor 2352,NB  
4500006550,Company 4,Vendor 2580,NB  
4500006551,Company 10,Vendor 882,NB  
4500006552,Company 10,Vendor 3759,NB  
4500006555,Company 10,Vendor 1376,NB  
4500006556,Company 6,Vendor 428,NB  
4500006557,Company 10,Vendor 3759,NB  
4500006559,Company 4,Vendor 2857,NB  
4500006561,Company 4,Vendor 826,NB  
4500006564,Company 16,Vendor 4881,NB  
4500006568,Company 10,Vendor 3759,NB  
4500006569,Company 4,Vendor 922,NB  
4500006571,Company 10,Vendor 1758,NB  
4500006572,Company 10,Vendor 1376,NB  
4500006573,Company 10,Vendor 948,NB  
4500006574,Company 10,Vendor 882,NB  
4500006575,Company 10,Vendor 1597,NB  
4500006576,Company 10,Vendor 1758,NB  
4500006577,Company 10,Vendor 4328,NB  
4500006578,Company 10,Vendor 1758,NB  
4500006579,Company 10,Vendor 3512,NB  
4500006580,Company 10,Vendor 3828,NB  
4500006583,Company 6,Vendor 738,NB  
4500006584,Company 6,Vendor 738,NB  
4500006585,Company 10,Vendor 1070,NB  
4500006587,Company 6,Vendor 2352,NB  
4500006588,Company 4,Vendor 2072,NB  
4500006589,Company 4,Vendor 4423,NB  
4500006590,Company 4,Vendor 4746,NB  
4500006591,Company 4,Vendor 2857,NB  
4500006592,Company 4,Vendor 233,NB  
4500006593,Company 4,Vendor 4857,NB  
4500006594,Company 4,Vendor 118,NB  
4500006595,Company 4,Vendor 4746,NB  
4500006596,Company 6,Vendor 1653,NB  
4500006597,Company 6,Vendor 1653,NB  
4500006599,Company 6,Vendor 738,NB  
4500006601,Company 10,Vendor 1597,NB  
4500006602,Company 6,Vendor 1914,NB  
4500006603,Company 10,Vendor 2057,NB  
4500006604,Company 10,Vendor 2057,NB  
4500006605,Company 10,Vendor 2057,NB  
4500006606,Company 6,Vendor 2057,NB  
4500006607,Company 10,Vendor 3421,NB  
4500006608,Company 10,Vendor 3421,NB  
4500006609,Company 15,Vendor 366,NB  
4500006610,Company 15,Vendor 366,NB  
4500006611,Company 16,Vendor 4979,NB  
4500006612,Company 16,Vendor 4900,NB  
4500006613,Company 16,Vendor 4423,NB  
4500006614,Company 6,Vendor 1569,NB  
4500006615,Company 16,Vendor 4966,NB  
4500006616,Company 16,Vendor 4966,NB  
4500006618,Company 5,Vendor 3929,NB  
4500006619,Company 6,Vendor 428,NB  
4500006621,Company 2,Vendor 2602,NB  
4500006622,Company 6,Vendor 3789,NB  
4500006623,Company 6,Vendor 1578,NB  
4500006624,Company 6,Vendor 3789,NB  
4500006625,Company 6,Vendor 1644,NB  
4500006626,Company 10,Vendor 1644,NB  
4500006628,Company 6,Vendor 428,NB  
4500006629,Company 6,Vendor 2535,NB  
4500006630,Company 6,Vendor 2352,NB  
4500006632,Company 16,Vendor 4867,NB  
4500006633,Company 16,Vendor 4934,NB  
4500006634,Company 16,Vendor 2602,NB  
4500006635,Company 4,Vendor 826,NB  
4500006636,Company 16,Vendor 4851,NB  
4500006637,Company 6,Vendor 2236,NB  
4500006639,Company 4,Vendor 3439,NB  
4500006640,Company 4,Vendor 3439,NB  
4500006641,Company 6,Vendor 3789,NB  
4500006642,Company 6,Vendor 3421,NB  
4500006643,Company 4,Vendor 2376,NB  
4500006644,Company 4,Vendor 2376,NB  
4500006645,Company 10,Vendor 2057,NB  
4500006646,Company 4,Vendor 2857,NB  
4500006647,Company 4,Vendor 2857,NB  
4500006652,Company 10,Vendor 1887,NB  
4500006653,Company 6,Vendor 2868,NB  
4500006655,Company 10,Vendor 3421,NB  
4500006656,Company 6,Vendor 2868,NB  
4500006657,Company 6,Vendor 212,NB  
4500006658,Company 6,Vendor 2868,NB  
4500006659,Company 6,Vendor 428,NB  
4500006660,Company 10,Vendor 1226,NB  
4500006662,Company 10,Vendor 1569,NB  
4500006663,Company 6,Vendor 428,NB  
4500006664,Company 6,Vendor 205,NB  
4500006665,Company 10,Vendor 738,NB  
4500006666,Company 10,Vendor 738,NB  
4500006668,Company 6,Vendor 4270,NB  
4500006670,Company 10,Vendor 738,NB  
4500006671,Company 4,Vendor 2857,NB  
4500006673,Company 6,Vendor 2868,NB  
4500006675,Company 10,Vendor 2352,NB  
4500006676,Company 16,Vendor 4966,NB  
4500006677,Company 6,Vendor 2271,NB  
4500006678,Company 10,Vendor 2478,NB  
4500006679,Company 10,Vendor 1569,NB  
4500006680,Company 6,Vendor 212,NB  
4500006682,Company 6,Vendor 428,NB  
4500006683,Company 6,Vendor 2535,NB  
4500006684,Company 6,Vendor 4270,NB  
4500006685,Company 10,Vendor 1540,NB  
4500006687,Company 6,Vendor 25,NB  
4500006688,Company 6,Vendor 1644,NB  
4500006689,Company 6,Vendor 1603,NB  
4500006691,Company 6,Vendor 2972,NB  
4500006692,Company 6,Vendor 1914,NB  
4500006694,Company 6,Vendor 4270,NB  
4500006695,Company 6,Vendor 2352,NB  
4500006696,Company 2,Vendor 3778,NB  
4500006697,Company 10,Vendor 154,NB  
4500006698,Company 6,Vendor 4053,NB  
4500006700,Company 6,Vendor 428,NB  
4500006701,Company 10,Vendor 1887,NB  
4500006702,Company 5,Vendor 3929,NB  
4500006703,Company 5,Vendor 3929,NB  
4500006704,Company 6,Vendor 25,NB  
4500006705,Company 6,Vendor 3421,NB  
4500006706,Company 6,Vendor 428,NB  
4500006707,Company 6,Vendor 1102,NB  
4500006708,Company 6,Vendor 1102,NB  
4500006709,Company 6,Vendor 1758,NB  
4500006711,Company 10,Vendor 1569,NB  
4500006713,Company 16,Vendor 4847,NB  
4500006714,Company 16,Vendor 4847,NB  
4500006716,Company 16,Vendor 4955,NB  
4500006717,Company 6,Vendor 2352,NB  
4500006719,Company 6,Vendor 2352,NB  
4500006720,Company 10,Vendor 2971,NB  
4500006721,Company 16,Vendor 59,NB  
4500006722,Company 10,Vendor 1569,NB  
4500006725,Company 16,Vendor 4895,NB  
4500006726,Company 10,Vendor 2643,NB  
4500006727,Company 10,Vendor 4397,NB  
4500006728,Company 10,Vendor 1597,NB  
4500006729,Company 10,Vendor 1597,NB  
4500006730,Company 10,Vendor 1597,NB  
4500006731,Company 6,Vendor 1597,NB  
4500006732,Company 6,Vendor 1578,NB  
4500006733,Company 6,Vendor 428,NB  
4500006734,Company 6,Vendor 1569,NB  
4500006735,Company 15,Vendor 453,NB  
4500006738,Company 6,Vendor 2352,NB  
4500006739,Company 16,Vendor 4952,NB  
4500006742,Company 16,Vendor 4952,NB  
4500006743,Company 16,Vendor 4423,NB  
4500006745,Company 16,Vendor 4952,NB  
4500006746,Company 16,Vendor 4966,NB  
4500006748,Company 16,Vendor 4972,NB  
4500006749,Company 6,Vendor 2057,NB  
4500006750,Company 4,Vendor 2072,NB  
4500006754,Company 6,Vendor 4053,NB  
4500006756,Company 10,Vendor 1914,NB  
4500006758,Company 6,Vendor 1201,NB  
4500006759,Company 10,Vendor 1569,NB  
4500006760,Company 10,Vendor 1569,NB  
4500006761,Company 10,Vendor 1569,NB  
4500006762,Company 10,Vendor 1569,NB  
4500006763,Company 10,Vendor 1569,NB  
4500006764,Company 6,Vendor 480,NB  
4500006765,Company 10,Vendor 1569,NB  
4500006766,Company 10,Vendor 1569,NB  
4500006767,Company 6,Vendor 428,NB  
4500006768,Company 10,Vendor 2057,NB  
4500006769,Company 10,Vendor 2057,NB  
4500006770,Company 10,Vendor 1758,NB  
4500006771,Company 4,Vendor 3985,NB  
4500006774,Company 6,Vendor 4293,NB  
4500006776,Company 16,Vendor 4848,NB  
4500006777,Company 10,Vendor 3789,NB  
4500006778,Company 6,Vendor 2057,NB  
4500006780,Company 6,Vendor 1496,NB  
4500006781,Company 6,Vendor 1226,NB  
4500006782,Company 10,Vendor 1226,NB  
4500006785,Company 6,Vendor 2352,NB  
4500006786,Company 6,Vendor 428,NB  
4500006787,Company 10,Vendor 4013,NB  
4500006789,Company 4,Vendor 4857,NB  
4500006794,Company 4,Vendor 42,NB  
4500006795,Company 4,Vendor 549,NB  
4500006799,Company 4,Vendor 3579,NB  
4500006801,Company 6,Vendor 738,NB  
4500006802,Company 16,Vendor 4867,NB  
4500006804,Company 4,Vendor 3579,NB  
4500006805,Company 6,Vendor 428,NB  
4500006806,Company 4,Vendor 3579,NB  
4500006807,Company 6,Vendor 3759,NB  
4500006808,Company 5,Vendor 3929,NB  
4500006809,Company 10,Vendor 4365,NB  
4500006811,Company 10,Vendor 1102,NB  
4500006815,Company 16,Vendor 4934,NB  
4500006816,Company 6,Vendor 2057,NB  
4500006817,Company 6,Vendor 2971,NB  
4500006818,Company 10,Vendor 205,NB  
4500006820,Company 6,Vendor 2868,NB  
4500006821,Company 16,Vendor 4851,NB  
4500006823,Company 6,Vendor 1569,NB  
4500006824,Company 6,Vendor 428,NB  
4500006826,Company 16,Vendor 4851,NB  
4500006827,Company 6,Vendor 1569,NB  
4500006830,Company 16,Vendor 4851,NB  
4500006831,Company 16,Vendor 4851,NB  
4500006832,Company 6,Vendor 1578,NB  
4500006834,Company 10,Vendor 3759,NB  
4500006835,Company 6,Vendor 1569,NB  
4500006836,Company 6,Vendor 1569,NB  
4500006837,Company 6,Vendor 1569,NB  
4500006838,Company 6,Vendor 428,NB  
4500006839,Company 6,Vendor 2057,NB  
4500006840,Company 6,Vendor 2057,NB  
4500006841,Company 6,Vendor 3027,NB  
4500006842,Company 10,Vendor 3027,NB  
4500006846,Company 6,Vendor 4566,NB  
4500006847,Company 6,Vendor 4293,NB  
4500006851,Company 16,Vendor 4851,NB  
4500006852,Company 16,Vendor 4851,NB  
4500006853,Company 6,Vendor 1569,NB  
4500006855,Company 6,Vendor 428,NB  
4500006862,Company 4,Vendor 1644,NB  
4500006866,Company 16,Vendor 4851,NB  
4500006867,Company 6,Vendor 4448,NB  
4500006873,Company 4,Vendor 2857,NB  
4500006875,Company 16,Vendor 4851,NB  
4500006876,Company 16,Vendor 4851,NB  
4500006877,Company 16,Vendor 4851,NB  
4500006879,Company 6,Vendor 1569,NB  
4500006881,Company 10,Vendor 2272,NB  
4500006882,Company 6,Vendor 427,NB  
4500006883,Company 4,Vendor 534,NB  
4500006884,Company 4,Vendor 4379,NB  
4500006885,Company 16,Vendor 4862,NB  
4500006886,Company 16,Vendor 4862,NB  
4500006887,Company 6,Vendor 738,NB  
4500006888,Company 6,Vendor 600,NB  
4500006889,Company 10,Vendor 3992,NB  
4500006891,Company 6,Vendor 1597,NB  
4500006895,Company 6,Vendor 3759,NB  
4500006896,Company 4,Vendor 2902,NB  
4500006898,Company 6,Vendor 212,NB  
4500006899,Company 6,Vendor 1603,NB  
4500006900,Company 6,Vendor 743,NB  
4500006901,Company 6,Vendor 4053,NB  
4500006903,Company 16,Vendor 4953,NB  
4500006905,Company 16,Vendor 4953,NB  
4500006907,Company 16,Vendor 4953,NB  
4500006910,Company 16,Vendor 59,NB  
4500006911,Company 6,Vendor 428,NB  
4500006912,Company 6,Vendor 1569,NB  
4500006920,Company 10,Vendor 1597,NB  
4500006923,Company 6,Vendor 1569,NB  
4500006926,Company 16,Vendor 2602,NB  
4500006927,Company 10,Vendor 738,NB  
4500006929,Company 16,Vendor 4881,NB  
4500006930,Company 10,Vendor 882,NB  
4500006931,Company 6,Vendor 1569,NB  
4500006932,Company 6,Vendor 1569,NB  
4500006933,Company 4,Vendor 3371,NB  
4500006935,Company 4,Vendor 4857,NB  
4500006936,Company 10,Vendor 3328,NB  
4500006937,Company 6,Vendor 428,NB  
4500006938,Company 6,Vendor 428,NB  
4500006939,Company 6,Vendor 428,NB  
4500006940,Company 4,Vendor 1513,NB  
4500006942,Company 4,Vendor 42,NB  
4500006943,Company 10,Vendor 2057,NB  
4500006944,Company 6,Vendor 428,NB  
4500006947,Company 10,Vendor 4365,NB  
4500006948,Company 10,Vendor 205,NB  
4500006949,Company 10,Vendor 738,NB  
4500006950,Company 6,Vendor 428,NB  
4500006951,Company 10,Vendor 205,NB  
4500006955,Company 16,Vendor 4913,NB  
4500006956,Company 6,Vendor 428,NB  
4500006957,Company 4,Vendor 826,NB  
4500006958,Company 6,Vendor 2602,NB  
4500006960,Company 6,Vendor 428,NB  
4500006964,Company 16,Vendor 2684,NB  
4500006965,Company 16,Vendor 4937,NB  
4500006967,Company 16,Vendor 4937,NB  
4500006973,Company 16,Vendor 4365,NB  
4500006975,Company 16,Vendor 4868,NB  
4500006978,Company 16,Vendor 4913,NB  
4500006980,Company 10,Vendor 1569,NB  
4500006981,Company 6,Vendor 3421,NB  
4500006982,Company 6,Vendor 3421,NB  
4500006983,Company 6,Vendor 2868,NB  
4500006984,Company 6,Vendor 2057,NB  
4500006986,Company 6,Vendor 2868,NB  
4500006987,Company 6,Vendor 2057,NB  
4500006988,Company 10,Vendor 2057,NB  
4500006989,Company 6,Vendor 2057,NB  
4500006990,Company 6,Vendor 2057,NB  
4500006991,Company 6,Vendor 2057,NB  
4500006992,Company 6,Vendor 2057,NB  
4500006993,Company 6,Vendor 2716,NB  
4500006994,Company 10,Vendor 2057,NB  
4500006995,Company 4,Vendor 2072,NB  
4500006997,Company 6,Vendor 1569,NB  
4500006999,Company 10,Vendor 1758,NB  
4500007002,Company 10,Vendor 948,NB  
4500007003,Company 15,Vendor 4134,NB  
4500007004,Company 10,Vendor 4328,NB  
4500007006,Company 6,Vendor 1569,NB  
4500007007,Company 5,Vendor 3929,NB  
4500007009,Company 16,Vendor 4895,NB  
4500007010,Company 10,Vendor 1569,NB  
4500007013,Company 16,Vendor 4881,NB  
4500007014,Company 16,Vendor 4895,NB  
4500007017,Company 16,Vendor 4962,NB  
4500007018,Company 16,Vendor 4962,NB  
4500007019,Company 16,Vendor 4868,NB  
4500007021,Company 4,Vendor 2291,NB  
4500007022,Company 6,Vendor 4365,NB  
4500007023,Company 10,Vendor 2643,NB  
4500007024,Company 10,Vendor 1569,NB  
4500007025,Company 16,Vendor 4847,NB  
4500007027,Company 4,Vendor 4423,NB  
4500007028,Company 10,Vendor 3421,NB  
4500007029,Company 10,Vendor 1569,NB  
4500007030,Company 16,Vendor 4966,NB  
4500007031,Company 10,Vendor 1707,NB  
4500007032,Company 16,Vendor 4966,NB  
4500007036,Company 16,Vendor 4858,NB  
4500007039,Company 16,Vendor 4966,NB  
4500007040,Company 16,Vendor 4966,NB  
4500007043,Company 6,Vendor 2352,NB  
4500007045,Company 16,Vendor 4851,NB  
4500007046,Company 16,Vendor 4934,NB  
4500007047,Company 16,Vendor 4954,NB  
4500007048,Company 16,Vendor 4867,NB  
4500007050,Company 4,Vendor 2072,NB  
4500007051,Company 16,Vendor 4890,NB  
4500007052,Company 4,Vendor 534,NB  
4500007053,Company 16,Vendor 4869,NB  
4500007057,Company 6,Vendor 2057,NB  
4500007058,Company 16,Vendor 4869,NB  
4500007059,Company 16,Vendor 4869,NB  
4500007060,Company 6,Vendor 428,NB  
4500007061,Company 16,Vendor 4869,NB  
4500007063,Company 16,Vendor 4869,NB  
4500007064,Company 16,Vendor 4869,NB  
4500007065,Company 16,Vendor 2684,NB  
4500007067,Company 16,Vendor 4869,NB  
4500007068,Company 16,Vendor 4869,NB  
4500007069,Company 4,Vendor 2857,NB  
4500007070,Company 4,Vendor 2857,NB  
4500007071,Company 5,Vendor 3929,NB  
4500007072,Company 16,Vendor 4881,NB  
4500007076,Company 16,Vendor 4890,NB  
4500007077,Company 16,Vendor 4869,NB  
4500007078,Company 10,Vendor 3421,NB  
4500007081,Company 16,Vendor 4895,NB  
4500007082,Company 16,Vendor 4917,NB  
4500007083,Company 6,Vendor 3759,NB  
4500007084,Company 16,Vendor 4858,NB  
4500007085,Company 16,Vendor 4365,NB  
4500007087,Company 16,Vendor 4917,NB  
4500007088,Company 16,Vendor 4979,NB  
4500007090,Company 16,Vendor 4423,NB  
4500007091,Company 16,Vendor 4864,NB  
4500007092,Company 16,Vendor 4916,NB  
4500007100,Company 16,Vendor 4926,NB  
4500007101,Company 16,Vendor 4848,NB  
4500007103,Company 16,Vendor 4848,NB  
4500007104,Company 16,Vendor 4967,NB  
4500007106,Company 16,Vendor 4914,NB  
4500007107,Company 16,Vendor 4848,NB  
4500007109,Company 16,Vendor 4877,NB  
4500007112,Company 4,Vendor 118,NB  
4500007113,Company 16,Vendor 4919,NB  
4500007114,Company 16,Vendor 4927,NB  
4500007115,Company 16,Vendor 4927,NB  
4500007118,Company 4,Vendor 3463,NB  
4500007120,Company 4,Vendor 3463,NB  
4500007121,Company 6,Vendor 2602,NB  
4500007126,Company 16,Vendor 4911,NB  
4500007131,Company 6,Vendor 428,NB  
4500007134,Company 6,Vendor 4397,NB  
4500007135,Company 16,Vendor 4965,NB  
4500007136,Company 6,Vendor 4365,NB  
4500007138,Company 6,Vendor 3027,NB  
4500007139,Company 16,Vendor 4868,NB  
4500007143,Company 10,Vendor 1758,NB  
4500007144,Company 6,Vendor 2625,NB  
4500007147,Company 6,Vendor 428,NB  
4500007148,Company 10,Vendor 4328,NB  
4500007150,Company 6,Vendor 428,NB  
4500007151,Company 6,Vendor 428,NB  
4500007153,Company 6,Vendor 428,NB  
4500007156,Company 10,Vendor 1731,NB  
4500007157,Company 10,Vendor 1597,NB  
4500007158,Company 6,Vendor 2057,NB  
4500007160,Company 6,Vendor 1569,NB  
4500007162,Company 6,Vendor 1569,NB  
4500007168,Company 15,Vendor 453,NB  
4500007170,Company 16,Vendor 4851,NB  
4500007173,Company 16,Vendor 4863,NB  
4500007174,Company 16,Vendor 4906,NB  
4500007176,Company 16,Vendor 4864,NB  
4500007178,Company 16,Vendor 4917,NB  
4500007179,Company 4,Vendor 4423,NB  
4500007180,Company 16,Vendor 4966,NB  
4500007186,Company 16,Vendor 4874,NB  
4500007187,Company 10,Vendor 3759,NB  
4500007189,Company 10,Vendor 2602,NB  
4500007197,Company 6,Vendor 882,NB  
4500007198,Company 16,Vendor 4869,NB  
4500007199,Company 16,Vendor 4919,NB  
4500007200,Company 16,Vendor 4365,NB  
4500007202,Company 10,Vendor 1569,NB  
4500007204,Company 16,Vendor 4920,NB  
4500007208,Company 16,Vendor 4902,NB  
4500007209,Company 10,Vendor 1569,NB  
4500007211,Company 16,Vendor 4974,NB  
4500007212,Company 16,Vendor 4974,NB  
4500007213,Company 16,Vendor 4974,NB  
4500007215,Company 6,Vendor 428,NB  
4500007216,Company 6,Vendor 2352,NB  
4500007217,Company 6,Vendor 2650,NB  
4500007219,Company 6,Vendor 205,NB  
4500007220,Company 6,Vendor 2057,NB  
4500007221,Company 6,Vendor 2057,NB  
4500007222,Company 6,Vendor 428,NB  
4500007224,Company 6,Vendor 1609,NB  
4500007225,Company 6,Vendor 428,NB  
4500007229,Company 10,Vendor 2272,NB  
4500007232,Company 15,Vendor 4331,NB  
4500007243,Company 4,Vendor 2072,NB  
4500007244,Company 4,Vendor 3018,NB  
4500007246,Company 15,Vendor 1136,NB  
4500007247,Company 4,Vendor 2072,NB  
4500007248,Company 4,Vendor 2857,NB  
4500007249,Company 6,Vendor 1914,NB  
4500007250,Company 6,Vendor 4598,NB  
4500007251,Company 6,Vendor 1569,NB  
4500007252,Company 16,Vendor 4872,NB  
4500007253,Company 16,Vendor 4872,NB  
4500007254,Company 16,Vendor 4872,NB  
4500007258,Company 6,Vendor 428,NB  
4500007263,Company 16,Vendor 4502,NB  
4500007264,Company 16,Vendor 4502,NB  
4500007266,Company 6,Vendor 2650,NB  
4500007267,Company 6,Vendor 2057,NB  
4500007268,Company 6,Vendor 1914,NB  
4500007269,Company 6,Vendor 1914,NB  
4500007270,Company 6,Vendor 428,NB  
4500007273,Company 6,Vendor 2602,NB  
4500007274,Company 6,Vendor 1569,NB  
4500007275,Company 6,Vendor 3992,NB  
4500007277,Company 10,Vendor 1569,NB  
4500007278,Company 4,Vendor 1598,NB  
4500007280,Company 6,Vendor 4709,NB  
4500007281,Company 4,Vendor 549,NB  
4500007284,Company 15,Vendor 2773,NB  
4500007286,Company 6,Vendor 1569,NB  
4500007287,Company 6,Vendor 1569,NB  
4500007295,Company 16,Vendor 4866,NB  
4500007296,Company 16,Vendor 4866,NB  
4500007301,Company 16,Vendor 4866,NB  
4500007303,Company 15,Vendor 2184,NB  
4500007306,Company 4,Vendor 4746,NB  
4500007310,Company 10,Vendor 3992,NB  
4500007311,Company 10,Vendor 3789,NB  
4500007313,Company 10,Vendor 1540,NB  
4500007315,Company 6,Vendor 3789,NB  
4500007317,Company 10,Vendor 3789,NB  
4500007318,Company 4,Vendor 695,NB  
4500007319,Company 16,Vendor 4921,NB  
4500007320,Company 6,Vendor 2057,NB  
4500007324,Company 6,Vendor 2352,NB  
4500007328,Company 6,Vendor 428,NB  
4500007329,Company 16,Vendor 4921,NB  
4500007331,Company 6,Vendor 2972,NB  
4500007332,Company 6,Vendor 428,NB  
4500007336,Company 6,Vendor 3992,NB  
4500007337,Company 6,Vendor 1644,NB  
4500007338,Company 10,Vendor 3992,NB  
4500007340,Company 4,Vendor 3985,NB  
4500007342,Company 4,Vendor 59,NB  
4500007344,Company 16,Vendor 4365,NB  
4500007345,Company 16,Vendor 4365,NB  
4500007347,Company 10,Vendor 4328,NB  
4500007350,Company 16,Vendor 4365,NB  
4500007351,Company 16,Vendor 4365,NB  
4500007352,Company 16,Vendor 4365,NB  
4500007353,Company 16,Vendor 4365,NB  
4500007354,Company 10,Vendor 2643,NB  
4500007357,Company 10,Vendor 1569,NB  
4500007358,Company 10,Vendor 1569,NB  
4500007359,Company 10,Vendor 1569,NB  
4500007360,Company 10,Vendor 1569,NB  
4500007361,Company 10,Vendor 1569,NB  
4500007362,Company 2,Vendor 4448,NB  
4500007363,Company 6,Vendor 882,NB  
4500007366,Company 4,Vendor 3316,NB  
4500007367,Company 4,Vendor 2376,NB  
4500007368,Company 4,Vendor 2376,NB  
4500007369,Company 4,Vendor 2376,NB  
4500007370,Company 6,Vendor 3759,NB  
4500007371,Company 4,Vendor 2857,NB  
4500007380,Company 4,Vendor 3439,NB  
4500007381,Company 4,Vendor 3439,NB  
4500007382,Company 15,Vendor 453,NB  
4500007390,Company 10,Vendor 2602,NB  
4500007391,Company 6,Vendor 428,NB  
4500007392,Company 16,Vendor 4912,NB  
4500007393,Company 16,Vendor 4851,NB  
4500007395,Company 16,Vendor 2602,NB  
4500007396,Company 4,Vendor 4857,NB  
4500007397,Company 4,Vendor 2580,NB  
4500007398,Company 6,Vendor 4053,NB  
4500007399,Company 4,Vendor 4820,NB  
4500007401,Company 10,Vendor 3992,NB  
4500007402,Company 6,Vendor 428,NB  
4500007403,Company 10,Vendor 882,NB  
4500007405,Company 6,Vendor 3789,NB  
4500007406,Company 4,Vendor 4423,NB  
4500007407,Company 6,Vendor 2352,NB  
4500007408,Company 6,Vendor 3789,NB  
4500007412,Company 4,Vendor 695,NB  
4500007413,Company 6,Vendor 428,NB  
4500007414,Company 6,Vendor 428,NB  
4500007416,Company 16,Vendor 4851,NB  
4500007417,Company 10,Vendor 4013,NB  
4500007421,Company 5,Vendor 3929,NB  
4500007422,Company 5,Vendor 3929,NB  
4500007423,Company 10,Vendor 3027,NB  
4500007429,Company 15,Vendor 2660,NB  
4500007430,Company 16,Vendor 4851,NB  
4500007431,Company 16,Vendor 4851,NB  
4500007432,Company 16,Vendor 4851,NB  
4500007433,Company 16,Vendor 4851,NB  
4500007434,Company 16,Vendor 4851,NB  
4500007435,Company 4,Vendor 4423,NB  
4500007436,Company 16,Vendor 4851,NB  
4500007437,Company 6,Vendor 4328,NB  
4500007438,Company 6,Vendor 2352,NB  
4500007439,Company 16,Vendor 4851,NB  
4500007440,Company 6,Vendor 2057,NB  
4500007442,Company 16,Vendor 4866,NB  
4500007443,Company 6,Vendor 2057,NB  
4500007444,Company 16,Vendor 4851,NB  
4500007445,Company 6,Vendor 2057,NB  
4500007447,Company 16,Vendor 4851,NB  
4500007448,Company 6,Vendor 2352,NB  
4500007449,Company 6,Vendor 1578,NB  
4500007450,Company 16,Vendor 4851,NB  
4500007451,Company 6,Vendor 2057,NB  
4500007452,Company 16,Vendor 4851,NB  
4500007453,Company 6,Vendor 428,NB  
4500007454,Company 16,Vendor 4851,NB  
4500007457,Company 6,Vendor 1529,NB  
4500007458,Company 16,Vendor 4851,NB  
4500007459,Company 16,Vendor 4851,NB  
4500007461,Company 16,Vendor 4851,NB  
4500007462,Company 16,Vendor 4851,NB  
4500007463,Company 16,Vendor 4851,NB  
4500007466,Company 10,Vendor 2602,NB  
4500007468,Company 6,Vendor 428,NB  
4500007472,Company 16,Vendor 4953,NB  
4500007482,Company 6,Vendor 2352,NB  
4500007483,Company 6,Vendor 3421,NB  
4500007484,Company 15,Vendor 2446,NB  
4500007485,Company 15,Vendor 2446,NB  
4500007486,Company 15,Vendor 2446,NB  
4500007487,Company 6,Vendor 428,NB  
4500007488,Company 10,Vendor 1597,NB  
4500007490,Company 6,Vendor 600,NB  
4500007491,Company 6,Vendor 2602,NB  
4500007492,Company 10,Vendor 205,NB  
4500007493,Company 6,Vendor 2352,NB  
4500007494,Company 10,Vendor 1597,NB  
4500007495,Company 4,Vendor 2857,NB  
4500007498,Company 10,Vendor 1569,NB  
4500007499,Company 6,Vendor 3955,NB  
4500007506,Company 6,Vendor 3955,NB  
4500007507,Company 4,Vendor 3069,NB  
4500007513,Company 6,Vendor 3027,NB  
4500007514,Company 10,Vendor 1569,NB  
4500007515,Company 10,Vendor 1569,NB  
4500007517,Company 16,Vendor 4921,NB  
4500007521,Company 6,Vendor 428,NB  
4500007522,Company 16,Vendor 4874,NB  
4500007523,Company 15,Vendor 453,NB  
4500007525,Company 6,Vendor 2868,NB  
4500007526,Company 5,Vendor 3929,NB  
4500007527,Company 10,Vendor 3759,NB  
4500007528,Company 6,Vendor 428,NB  
4500007531,Company 10,Vendor 205,NB  
4500007534,Company 6,Vendor 2602,NB  
4500007536,Company 15,Vendor 1136,NB  
4500007538,Company 6,Vendor 1569,NB  
4500007545,Company 4,Vendor 3439,NB  
4500007551,Company 10,Vendor 1569,NB  
4500007552,Company 10,Vendor 1569,NB  
4500007553,Company 6,Vendor 2535,NB  
4500007557,Company 16,Vendor 4953,NB  
4500007560,Company 10,Vendor 2057,NB  
4500007568,Company 10,Vendor 2155,NB  
4500007571,Company 6,Vendor 2236,NB  
4500007572,Company 6,Vendor 4293,NB  
4500007573,Company 6,Vendor 1914,NB  
4500007575,Company 6,Vendor 2352,NB  
4500007576,Company 6,Vendor 738,NB  
4500007577,Company 6,Vendor 2971,NB  
4500007579,Company 4,Vendor 549,NB  
4500007580,Company 6,Vendor 428,NB  
4500007583,Company 4,Vendor 2580,NB  
4500007585,Company 6,Vendor 4736,NB  
4500007588,Company 10,Vendor 3759,NB  
4500007589,Company 10,Vendor 3421,NB  
4500007590,Company 10,Vendor 1597,NB  
4500007591,Company 10,Vendor 1758,NB  
4500007596,Company 10,Vendor 3789,NB  
